Name,cvss,description,detection_method,detection_result,efdec65ce341 login:,host,impact,insight,instances,log_method,metasploit.com,plugin,plugin_details,port,product_detection_result,protocol,references,severity,solution,source,source_file
PHP < 7.3.29 Multiple Vulnerabilities (Jul 2021) - Linux,5.9,['PHP is prone to multiple vulnerabilities.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 5.5.9', 'Fixed version: 7.3.29', 'path / port: 80/tcp']",,172.31.1.107,[],"['The following flaws exist:', '- CVE-2021-21705: SSRF bypass in FILTER_VALIDATE_URL.', '- CVE-2021-21704: Stack buffer overflow in firebird_info_cb.', '- CVE-2021-21704: SIGSEGV in firebird_handle_doer.', '- CVE-2021-21704: SIGSEGV in firebird_stmt_execute.', '- CVE-2021-21704: Crash while parsing blob data in firebird_fetch_blob.']",[],[],,,{},80,"['Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722']",tcp,"['cve: CVE-2021-21704', 'cve: CVE-2021-21705', 'url: https://www.php.net/ChangeLog-7.php#7.3.29', 'url: http://bugs.php.net/81122', 'url: http://bugs.php.net/76448', 'url: http://bugs.php.net/76449', 'url: http://bugs.php.net/76450', 'url: http://bugs.php.net/76452', 'cert-bund: WID-SEC-2023-1737', 'cert-bund: WID-SEC-2022-1577', 'cert-bund: WID-SEC-2022-0624', 'cert-bund: CB-K21/0705', 'dfn-cert: DFN-CERT-2023-1600', 'dfn-cert: DFN-CERT-2022-2639', 'dfn-cert: DFN-CERT-2022-2638', 'dfn-cert: DFN-CERT-2022-1046', 'dfn-cert: DFN-CERT-2021-2185', 'dfn-cert: DFN-CERT-2021-1676', 'dfn-cert: DFN-CERT-2021-1645', 'dfn-cert: DFN-CERT-2021-1627', 'dfn-cert: DFN-CERT-2021-1509', 'dfn-cert: DFN-CERT-2021-1453', 'dfn-cert: DFN-CERT-2021-1419']",MEDIUM,['Update to version 7.3.29 or later.'],OPENVAS,openvas_acgpiano_sqli-labs
"PHP < 5.5.28, 5.6.x < 5.6.12 DoS Vulnerability (Jul 2016) - Linux",5.9,['PHP is prone to a denial of service (DoS) vulnerability.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 5.5.9', 'Fixed version: 5.5.28', 'path / port: 80/tcp']",,172.31.1.107,['Successfully exploiting this issue allow remote attackers to cause a denial of service (race condition and heap memory corruption) by leveraging an application that performs many temporary-file accesses.'],"[""""The flaw is due to script 'main/php_open_temporary_file.c' does not ensure thread safety.""""]",[],[],,,{},80,"['Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722']",tcp,"['cve: CVE-2015-8878', 'url: http://www.php.net/ChangeLog-5.php', 'url: http://www.securityfocus.com/bid/90837']",MEDIUM,"['Update to version 5.5.28, 5.6.12 or later.']",OPENVAS,openvas_acgpiano_sqli-labs
"PHP < 8.1.28, 8.2.x < 8.2.18, 8.3.x < 8.3.6 Security Update (GHSA-h746-cjrr-wfmr) - Linux",5.8,['PHP is prone to a vulnerability in password_verify.'],"['Checks if a vulnerable version is present on the target host.', 'Details: PHP < 8.1.28, 8.2.x < 8.2.18, 8.3.x < 8.3.6 Security Update (GHSA-h746-cjrr-wfm...', 'OID:1.3.6.1.4.1.25623.1.0.152118', 'Version used: 2025-09-24T05:39:03Z']","['Installed version: 5.5.9', 'Fixed version: 8.1.28', 'path / port: 80/tcp']",,172.31.1.107,[],"['If a password stored with password_hash starts with a null byte (\\x00), testing a blank string as the password via password_verify will incorrectly return true.', """"If a user were able to create a password with a leading null byte (unlikely, but syntactically valid), an attacker could trivially compromise the victim's account by attempting to sign in with a blank string.""""]",[],[],,,{},80,"['Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722)']",tcp,"['cve: CVE-2024-3096', 'url: https://github.com/php/php-src/security/advisories/GHSA-h746-cjrr-wfmr', 'url: https://www.php.net/ChangeLog-8.php#8.1.28', 'url: https://www.php.net/ChangeLog-8.php#8.2.18', 'url: https://www.php.net/ChangeLog-8.php#8.3.6', 'cert-bund: WID-SEC-2024-0867', 'dfn-cert: DFN-CERT-2025-1211', 'dfn-cert: DFN-CERT-2024-3330', 'dfn-cert: DFN-CERT-2024-3329', 'dfn-cert: DFN-CERT-2024-1574', 'dfn-cert: DFN-CERT-2024-1192', 'dfn-cert: DFN-CERT-2024-1132']",MEDIUM,"['Update to version 8.1.28, 8.2.18, 8.3.6 or later.']",OPENVAS,openvas_acgpiano_sqli-labs
Apache HTTP Server 2.4.7 - 2.4.65 Authentication Bypass Vulnerability - Linux,5.8,['Apache HTTP Server is prone to an authentication bypass vulnerability.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 2.4.7', 'Fixed version: 2.4.66', 'path / port: 80/tcp']",,172.31.1.107,[],"['mod_userdir+suexec bypass via AllowOverride FileInfo vulnerability in Apache HTTP Server.', 'Users with access to use the RequestHeader directive in htaccess can cause some CGI scripts to run under an unexpected userid.']",[],[],,,{},80,"['cpe:/a:apache:http_server:2.4.7', 'Product: cpe:/a:apache:http_server:2.4.7', 'Method: Apache HTTP Server Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.117232']",tcp,"['cve: CVE-2025-66200', 'url: https://httpd.apache.org/security/vulnerabilities_24.html#2.4.66', 'url: https://www.openwall.com/lists/oss-security/2025/12/04/8', 'cert-bund: WID-SEC-2025-2750', 'dfn-cert: DFN-CERT-2025-3602', 'dfn-cert: DFN-CERT-2025-3581', 'dfn-cert: DFN-CERT-2025-3512', 'dfn-cert: DFN-CERT-2025-3405']",MEDIUM,['Update to version 2.4.66 or later.'],OPENVAS,openvas_acgpiano_sqli-labs
"PHP < 8.0.22, 8.1.x < 8.1.9 Security Update - Linux",5.5,['PHP is prone to a buffer overflow vulnerability.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 5.5.9', 'Fixed version: 8.0.22/8.1.9/8.2.0', 'path / port: 80/tcp']",,172.31.1.107,[],['Fixed potential overflow for the builtin server via the PHP_CLI_SERVER_WORKERS environment variable.'],[],[],,,{},80,"['cpe:/a:php:php:5.5.9', 'Detected by PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722']",tcp,"['cve: CVE-2025-66200', 'url: https://httpd.apache.org/security/vulnerabilities_24.html#2.4.66', 'url: https://www.openwall.com/lists/oss-security/2025/12/04/8', 'cert-bund: WID-SEC-2025-2750', 'dfn-cert: DFN-CERT-2025-3602', 'dfn-cert: DFN-CERT-2025-3581', 'dfn-cert: DFN-CERT-2025-3512', 'dfn-cert: DFN-CERT-2025-3405']",MEDIUM,"['Update to version 8.0.22, 8.1.9, 8.2.0 or later.']",OPENVAS,openvas_acgpiano_sqli-labs
PHP < 7.2.29 Multiple Vulnerabilities (Mar 2020) - Linux,5.4,['PHP is prone to multiple vulnerabilities.'],"['Checks if a vulnerable version is present on the target host.', 'Details: PHP < 7.2.29 Multiple Vulnerabilities (Mar 2020) - Linux', 'OID:1.3.6.1.4.1.25623.1.0.143615', 'Version used: 2025-09-24T05:39:03Z']","['Installed version: 5.5.9', 'Fixed version: 7.2.29', 'path / port: 80/tcp']",,172.31.1.107,[],"['PHP is prone to multiple vulnerabilities:', '- Use-of-uninitialized-value in exif (CVE-2020-7064)', '- get_headers() silently truncates after a null byte (CVE-2020-7066)']",[],[],,,{},80,"['Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722)']",tcp,"['cve: CVE-2020-7064', 'cve: CVE-2020-7066', 'url: https://www.php.net/ChangeLog-7.php#7.2.29', 'cert-bund: WID-SEC-2022-2118', 'cert-bund: CB-K21/0068', 'cert-bund: CB-K20/1199', 'cert-bund: CB-K20/0239', 'dfn-cert: DFN-CERT-2022-2638', 'dfn-cert: DFN-CERT-2020-2627', 'dfn-cert: DFN-CERT-2020-1964', 'dfn-cert: DFN-CERT-2020-1438', 'dfn-cert: DFN-CERT-2020-1202', 'dfn-cert: DFN-CERT-2020-0965', 'dfn-cert: DFN-CERT-2020-0851', 'dfn-cert: DFN-CERT-2020-0787', 'dfn-cert: DFN-CERT-2020-0554']",MEDIUM,['Update to version 7.2.29 or later.'],OPENVAS,openvas_acgpiano_sqli-labs
Apache HTTP Server 2.4.1 < 2.4.24 IP Spoofing Vulnerability - Linux,5.3,['Apache HTTP Server is prone to an IP address spoofing vulnerability when proxying using mod_remoteip and mod_rewrite.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 2.4.7', 'Fixed version: 2.4.24', 'path / port: 80/tcp']",,172.31.1.107,[],[],[],[],,,{},80,"['Product: cpe:/a:apache:http_server:2.4.7', 'Method: Apache HTTP Server Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.117232']",tcp,"['cve: CVE-2020-11985', 'url: https://httpd.apache.org/security/vulnerabilities_24.html', 'cert-bund: WID-SEC-2024-3319', 'cert-bund: CB-K20/0798', 'dfn-cert: DFN-CERT-2020-1905', 'dfn-cert: DFN-CERT-2020-1854']",MEDIUM,['Update to version 2.4.24 or later.'],OPENVAS,openvas_acgpiano_sqli-labs
Apache HTTP Server < 2.4.39 URL Normalization Vulnerability - Linux,5.3,"[""""When the path component of a request URL contains multiple consecutive slashes ('/'), directives such as LocationMatch and RewriteRule must account for duplicates in regular expressions while other aspects of the servers processing will implicitly collapse them.""""]",['Checks if a vulnerable version is present on the target host.'],"['Installed version: 2.4.7', 'Fixed version: 2.4.39', 'path / port: 80/tcp']",,172.31.1.107,[],[],[],[],,,{},80,"['cpe:/a:apache:http_server:2.4.7', 'Product: cpe:/a:apache:http_server:2.4.7', 'Method: Apache HTTP Server Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.117232']",tcp,"['cve: CVE-2019-0220', 'url: https://httpd.apache.org/security/vulnerabilities_24.html', 'cert-bund: WID-SEC-2023-2047', 'cert-bund: WID-SEC-2023-1969', 'cert-bund: WID-SEC-2023-1594', 'cert-bund: WID-SEC-2022-0757', 'cert-bund: CB-K20/0708', 'cert-bund: CB-K19/0623', 'cert-bund: CB-K19/0267', 'dfn-cert: DFN-CERT-2022-1610', 'dfn-cert: DFN-CERT-2020-0184', 'dfn-cert: DFN-CERT-2019-2592', 'dfn-cert: DFN-CERT-2019-1519', 'dfn-cert: DFN-CERT-2019-0815', 'dfn-cert: DFN-CERT-2019-0690', 'dfn-cert: DFN-CERT-2019-0687', 'dfn-cert: DFN-CERT-2019-0680', 'dfn-cert: DFN-CERT-2019-0676']",MEDIUM,['Update to version 2.4.39 or later.'],OPENVAS,openvas_acgpiano_sqli-labs
phpinfo() Output Reporting (HTTP),5.3,['Reporting of files containing the output of the phpinfo() PHP function previously detected via HTTP.'],"[""""This script reports files identified by the following separate VT: 'phpinfo() Output Detection (HTTP)' (OID: 1.3.6.1.4.1.25623.1.0.108474).""""]","['The following files are calling the function phpinfo() which disclose potentially sensitive information: http://sqli.trabalho_vulnnet/Less-38/phpinfo.php', 'Concluded from: <title>phpinfo()</title><meta name=""""ROBOTS"""" content=""""NOINDEX,NOFOLLOW,NOARCHIVE"""" /></head>', '<tr><td class=""""e"""">Configuration File (php.ini) Path </td><td class=""""v"""">/etc/php5/apache2 </td></tr>', '<h2>PHP Variables</h2>']",,172.31.1.107,"['Some of the information that can be gathered from this file includes: The username of the user running the PHP process, if it is a sudo user, the IP address of the host, the web server version, the system version (Unix, Linux, Windows, ...), and the root directory of the web server.']",['Many PHP installation tutorials instruct the user to create a file called phpinfo.php or similar containing the phpinfo() statement. Such a file is often left back in the webserver directory.'],[],[],,,{},80,[],tcp,"['cve: CVE-2008-0149', 'cve: CVE-2023-49282', 'cve: CVE-2023-49283', 'cve: CVE-2024-10486']",MEDIUM,['Delete the listed files or restrict access to them.'],OPENVAS,openvas_acgpiano_sqli-labs
"PHP < 7.3.26, 7.4.x < 7.4.14, 8.0.x < 8.0.1 Filter Vulnerability (Jan 2021) - Linux",5.3,['PHP is prone to a vulnerability where FILTER_VALIDATE_URL accepts URLs with invalid userinfo.'],"['Checks if a vulnerable version is present on the target host.', 'Details: PHP < 7.3.26, 7.4.x < 7.4.14, 8.0.x < 8.0.1 Filter Vulnerability (Jan 2021) - L.', 'OID:1.3.6.1.4.1.25623.1.0.145114', 'Version used: 2025-09-24T05:39:03Z']","['Installed version: 5.5.9', 'Fixed version: 7.3.26', 'path / port: 80/tcp']",,172.31.1.107,[],[],[],[],,,{},80,"['Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722']",tcp,['cve: CVE-2020-7071'],MEDIUM,"['Update to version 7.3.26, 7.4.14, 8.0.1 or later.']",OPENVAS,openvas_acgpiano_sqli-labs
"PHP < 7.2.31, 7.3 < 7.3.18, 7.4 < 7.4.6 Multiple DoS Vulnerabilities (May 2020) - Linux",5.3,['PHP is prone to two Denial-of-Service vulnerabilities.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 5.5.9', 'Fixed version: 7.2.31', 'path / port: 80/tcp']",,172.31.1.107,"['The following flaws exist:', '- Long filenames cause OOM and temp files to not be cleaned', '- Long variables in multipart/form-data cause OOM and temp files are not cleaned', 'leading to a Denial-of-Service condition (CVE-2019-11048).']","['The following flaws exist:', '- Long filenames cause OOM and temp files to not be cleaned', '- Long variables in multipart/form-data cause OOM and temp files are not cleaned', 'leading to a Denial-of-Service condition (CVE-2019-11048).']",[],[],,,{},80,"['Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722']",tcp,"['cve: CVE-2019-11048', 'url: https://www.php.net/ChangeLog-7.php#7.2.31', 'url: https://www.php.net/ChangeLog-7.php#7.3.18', 'url: https://www.php.net/ChangeLog-7.php#7.4.6', 'url: https://bugs.php.net/bug.php?id=78875', 'url: https://bugs.php.net/bug.php?id=78876', 'cert-bund: WID-SEC-2022-2117', 'cert-bund: CB-K20/1199', 'cert-bund: CB-K20/0467', 'dfn-cert: DFN-CERT-2022-2638', 'dfn-cert: DFN-CERT-2020-2627', 'dfn-cert: DFN-CERT-2020-2006', 'dfn-cert: DFN-CERT-2020-1964', 'dfn-cert: DFN-CERT-2020-1438', 'dfn-cert: DFN-CERT-2020-1376', 'dfn-cert: DFN-CERT-2020-1202', 'dfn-cert: DFN-CERT-2020-1019']",MEDIUM,"['Update to version 7.2.31, 7.3.18, 7.4.6 or later.']",OPENVAS,openvas_acgpiano_sqli-labs
Apache HTTP Server 2.4.6 - 2.4.46 Tunneling Misconfiguration Vulnerability - Linux,5.3,['Apache HTTP Server is prone to a tunneling misconfiguration vulnerability.'],"['Checks if a vulnerable version is present on the target host.', 'Details: Apache HTTP Server 2.4.6 - 2.4.46 Tunneling Misconfiguration Vulnerability - Li...', 'OID:1.3.6.1.4.1.25623.1.0.112898', 'Version used: 2021-08-24T09:01:06Z']","['Installed version: 2.4.7', 'Fixed version: 2.4.48', 'path / port: 80/tcp']",,172.31.1.107,[],"['mod_proxy_wstunnel configured on an URL that is not necessarily upgraded by the origin server was tunneling the whole connection regardless, thus allowing for subsequent requests on the same connection to pass through with no HTTP validation, authentication or authorization possibly configured.']",[],[],,,{},80,"['Product: cpe:/a:apache:http_server:2.4.7', 'Method: Apache HTTP Server Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.117232)']",tcp,"['cve: CVE-2019-17567', 'url: https://httpd.apache.org/security/vulnerabilities_24.html', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2022-0438', 'cert-bund: CB-K21/0646', 'dfn-cert: DFN-CERT-2024-1411', 'dfn-cert: DFN-CERT-2021-2394', 'dfn-cert: DFN-CERT-2021-1273']",MEDIUM,['Update to version 2.4.48 or later.'],OPENVAS,openvas_acgpiano_sqli-labs
"PHP 5.3.x < 5.3.29, 5.4.x < 5.4.30, 5.5.x < 5.5.14, 5.6.0alpha1 < 5.6.0 Heap Based Buffer Overflow Vulnerability - Linux",5.1,['PHP is prone to a heap-based buffer overflow vulnerability.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 5.5.9', 'Fixed version: 5.5.14', 'path / port: 80/tcp']",,172.31.1.107,['Successfully exploiting this issue allows remote attackers to cause a denial of service (crash) and possibly execute arbitrary code on the affected system.'],"[""""The flaw is due to buffer overflow error in the 'php_parserr' function in ext/standard/dns.c script.""""]",[],[],,,{},80,"['cpe:/a:php:php:5.5.9', 'Detected by PHP Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.171722)']",tcp,"['cve: CVE-2014-4049', 'url: http://php.net/ChangeLog-5.php', 'url: http://www.securityfocus.com/bid/68007', 'url: http://www.openwall.com/lists/oss-security/2014/06/13/4', 'cert-bund: CB-K16/0944', 'cert-bund: CB-K15/0493', 'cert-bund: CB-K14/1359', 'cert-bund: CB-K14/1174', 'cert-bund: CB-K14/1167', 'cert-bund: CB-K14/1110', 'cert-bund: CB-K14/0973', 'cert-bund: CB-K14/0972', 'cert-bund: CB-K14/0834', 'cert-bund: CB-K14/0830', 'cert-bund: CB-K14/0829', 'cert-bund: CB-K14/0805', 'cert-bund: CB-K14/0776', 'cert-bund: CB-K14/0750', 'dfn-cert: DFN-CERT-2016-1004', 'dfn-cert: DFN-CERT-2014-1434', 'dfn-cert: DFN-CERT-2014-1219', 'dfn-cert: DFN-CERT-2014-1166', 'dfn-cert: DFN-CERT-2014-1014', 'dfn-cert: DFN-CERT-2014-1013', 'dfn-cert: DFN-CERT-2014-0870', 'dfn-cert: DFN-CERT-2014-0868', 'dfn-cert: DFN-CERT-2014-0867', 'dfn-cert: DFN-CERT-2014-0839', 'dfn-cert: DFN-CERT-2014-0816', 'dfn-cert: DFN-CERT-2014-0782']",MEDIUM,"['Update to version 5.3.29, 5.4.30, 5.5.14, 5.6.0 or later.']",OPENVAS,openvas_acgpiano_sqli-labs
Enabled Directory Listing/Indexing Detection (HTTP),5.0,['The script attempts to identify directories with an enabled directory listing/indexing on a remote web server.'],['Checks previously detected directories on a remote web server if a directory listing/indexing is enabled.'],"['The following directories with an enabled directory listing/indexing were identified:', 'http://sqli.trabalho_vulnnet/.git', 'http://sqli.trabalho_vulnnet/.git/branches', 'http://sqli.trabalho_vulnnet/.git/hooks', 'http://sqli.trabalho_vulnnet/.git/info', 'http://sqli.trabalho_vulnnet/.git/logs', 'http://sqli.trabalho_vulnnet/.git/objects', 'http://sqli.trabalho_vulnnet/.git/objects/pack', 'http://sqli.trabalho_vulnnet/.git/refs', 'http://sqli.trabalho_vulnnet/.git/refs/heads', 'http://sqli.trabalho_vulnnet/.git/refs/remotes', 'http://sqli.trabalho_vulnnet/.git/refs/tags', 'http://sqli.trabalho_vulnnet/index-1.html_files', 'http://sqli.trabalho_vulnnet/index-2.html_files', 'http://sqli.trabalho_vulnnet/index-2.html_files/', 'http://sqli.trabalho_vulnnet/index-3.html_files', 'http://sqli.trabalho_vulnnet/index.html_files', 'http://sqli.trabalho_vulnnet/sql-connections', 'Please review the content manually.']",,172.31.1.107,['Based on the information shown an attacker might be able to gather additional info about the structure of this application.'],[],[],[],,,{},80,[],tcp,"['cve: CVE-1999-0569', 'cve: CVE-2023-37599', 'cve: CVE-2024-1076', 'url: https://wiki.owasp.org/index.php/OWASP_Periodic_Table_of_Vulnerabilities']",MEDIUM,"['Solution type: Mitigation', 'If not needed disable the directory listing/indexing within the web servers config.']",OPENVAS,openvas_acgpiano_sqli-labs
"PHP 5.x < 5.4.29, 5.5.x < 5.5.13 Multiple DoS Vulnerabilities (Jun 2014)",5.0,['PHP is prone to multiple denial of service (DoS) vulnerabilities.'],"['Checks if a vulnerable version is present on the target host.', 'Details: PHP 5.x < 5.4.29, 5.5.x < 5.5.13 Multiple DoS Vulnerabilities (Jun 2014)', 'OID:1.3.6.1.4.1.25623.1.0.804639', 'Version used: 2025-09-24T05:39:03Z']","['Installed version: 5.5.9', 'Fixed version: 5.5.13', 'path / port: 80/tcp']",,172.31.1.107,['Successful exploitation will allow remote attackers to conduct denial of service attacks.'],"['The following flaws exist:', """"- CVE-2014-0237: Infinite loop within the 'unpack_summary_info' function in src/cdf.c script."""", """"- CVE-2014-0238: An error within the 'cdf_read_property_info' function in src/cdf.c script.""""]",[],[],,,{},80,[],tcp,"['cve: CVE-2014-0237', 'cve: CVE-2014-0238', 'url: http://www.php.net/ChangeLog-5.php', 'url: http://www.securityfocus.com/bid/67759', 'url: http://www.securityfocus.com/bid/67765', 'url: http://secunia.com/advisories/58804', 'url: https://www.hkcert.org/my_url/en/alert/14060401']",MEDIUM,"['Update to version 5.4.29, 5.5.13 or later.']",OPENVAS,openvas_acgpiano_sqli-labs
"PHP 5.4.x < 5.4.35, 5.5.x < 5.5.19, 5.6.x < 5.6.3 DoS Vulnerability (Nov 2014)",5.0,['PHP is prone to a denial of service (DoS) vulnerability.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 5.5.9', 'Fixed version: 5.5.19', 'path / port: 80/tcp']",,172.31.1.107,['Successful exploitation will allow a local attacker to conduct a denial of service attack.'],"[""""An out of bounds read error exists in the 'donote' function in readelf.c script.""""]",[],[],,,{},80,"['Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722']",tcp,"['cve: CVE-2014-3710', 'url: http://php.net/ChangeLog-5.php', 'url: http://www.securityfocus.com/bid/70807', 'url: https://bugs.php.net/bug.php?id=68283', 'url: http://xforce.iss.net/xforce/xfdb/98385', 'cert-bund: CB-K18/0057', 'cert-bund: CB-K16/1315', 'cert-bund: CB-K16/0692', 'cert-bund: CB-K15/1704', 'cert-bund: CB-K15/0493', 'cert-bund: CB-K14/1528', 'cert-bund: CB-K14/1359', 'cert-bund: CB-K14/1349', 'cert-bund: CB-K14/1330', 'dfn-cert: DFN-CERT-2018-0064', 'dfn-cert: DFN-CERT-2016-1401', 'dfn-cert: DFN-CERT-2016-0752', 'dfn-cert: DFN-CERT-2015-1799', 'dfn-cert: DFN-CERT-2014-1639']",MEDIUM,"['Update to PHP version 5.4.35, 5.5.19, 5.6.3 or later.']",OPENVAS,openvas_acgpiano_sqli-labs
Apache HTTP Server DoS Vulnerability (Sep 2014) - Linux,5.0,"['Apache HTTP Server is prone to a denial of service (DoS) vulnerability.', 'Quality of Detection (QoD): 30%']","['Checks if a vulnerable version is present on the target host.', 'Details: Apache HTTP Server DoS Vulnerability (Sep 2014) - Linux', 'OID:1.3.6.1.4.1.25623.1.0.147046', 'Version used: 2021-11-01T03:59:12Z']","['Installed version: 2.4.7', 'Fixed version: 2.4.12', 'Installation path / port: 80/tcp']",,172.31.1.107,[],"['A NULL pointer deference was found in mod_cache.', 'A malicious HTTP server could cause a crash in a caching forward proxy configuration.', 'This crash would only be a denial of service if using a threaded MPM.']",[],[],,,{},80,"['Product: cpe:/a:apache:http_server:2.4.7', 'Method: Apache HTTP Server Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.117232']",tcp,"['cve: CVE-2014-3581', 'url: https://httpd.apache.org/security/vulnerabilities_24.html', 'cert-bund: CB-K15/1841', 'cert-bund: CB-K15/1360', 'cert-bund: CB-K15/1188', 'cert-bund: CB-K15/0469', 'cert-bund: CB-K14/1592', 'cert-bund: CB-K14/1545', 'dfn-cert: DFN-CERT-2015-1950', 'dfn-cert: DFN-CERT-2015-1435', 'dfn-cert: DFN-CERT-2015-1252', 'dfn-cert: DFN-CERT-2015-0495', 'dfn-cert: DFN-CERT-2014-1691', 'dfn-cert: DFN-CERT-2014-1633']",MEDIUM,"['Solution type: VendorFix', 'Update to version 2.4.12 or later.']",OPENVAS,openvas_acgpiano_sqli-labs
