Name,cvss,description,detection_method,detection_result,host,impact,insight,instances,log_method,plugin,plugin_details,port,product_detection_result,protocol,references,severity,solution,source,source_file
SSL/TLS: 'preload' Missing in HSTS Header,['0.0'],"[""""The remote web server is missing the 'preload' attribute in the HTTP Strict Transport Security (HSTS) header.""""]",[],"['The remote web server is missing the """"preload"""" attribute in the HSTS header.', 'HSTS Header: ', 'Strict-Transport-Security: max-age=15768000']",172.30.29.2,[],[],[],"[""""Details: SSL/TLS: 'preload' Missing in HSTS Header"""", 'OID:1.3.6.1.4.1.25623.1.0.105878', 'Version used: 2024-02-08T05:05:59Z']",,{},443,[],tcp,"['https://owasp.org/www-project-secure-headers/', 'https://owasp.org/www-project-cheat-sheets/cheatsheets/HTTP_Strict_Transport_Security_Cheat_Sheet.html', 'https://owasp.org/www-project-secure-headers/#http-strict-transport-security-hsts', 'https://tools.ietf.org/html/rfc6797', 'https://hstspreload.appspot.com/', 'https://securityheaders.io/']",LOG,"[""""Submit the domain to the 'HSTS preload list' and add the 'preload' attribute to the HSTS header.""""]",OPENVAS,openvas_osixia_phpldapadmin_0.7.1
SSL/TLS: NPN / ALPN Extension and Protocol Support Detection,['0.0'],"['This routine identies services supporting the following extensions to TLS:', '- Application-Layer Protocol Negotiation (ALPN)', '- Next Protocol Negotiation (NPN).', 'Based on the availability of this extensions the supported Network Protocols by this service are gathered and reported.']",[],"['The remote service advertises support for the following Network Protocol(s) via the ALPN extension:', 'SSL/TLS Protocol:Network Protocol', 'TLSv1.2:HTTP/1.1', 'TLSv1.2:HTTP/2']",172.30.29.2,[],[],[],"['Details: SSL/TLS: NPN / ALPN Extension and Protocol Support Detection', 'OID:1.3.6.1.4.1.25623.1.0.108099', 'Version used: 2024-09-27T05:05:23Z']",,{},443,[],tcp,"['url: https://tools.ietf.org/html/rfc7301', 'url: https://tools.ietf.org/html/draft-agl-tls-nextprotoneg-04']",LOG,[],OPENVAS,openvas_osixia_phpldapadmin_0.7.1
HTTP Server Banner Enumeration,['0.0'],"['This script tries to detect / enumerate dierent HTTP server banner (e.g. from a frontend, backend or proxy server) by sending various dierent HTTP requests (valid and invalid ones).']",[],"['It was possible to enumerate the following HTTP server banner(s):', 'Server banner | Enumeration technique', '--------------------------------------------------------------', """"Server: Apache | Invalid HTTP 00.5 GET request (non-existent HTTP version) to '/'""""]",172.30.29.2,[],[],[],"['Details: HTTP Server Banner Enumeration', 'OID:1.3.6.1.4.1.25623.1.0.108708', 'Version used: 2025-01-31T15:39:24Z']",,{},443,[],tcp,[],LOG,[],OPENVAS,openvas_osixia_phpldapadmin_0.7.1
HTTP Server type and version,['0.0'],"[""""This script detects and reports the HTTP Server's banner which might provide the type and version of it.""""]",[],"['The remote HTTP Server banner is:', 'Server: Apache']",172.30.29.2,[],[],[],"['Details: HTTP Server type and version', 'OID:1.3.6.1.4.1.25623.1.0.10107', 'Version used: 2023-08-01T13:29:10Z']",,{},443,[],tcp,[],LOG,[],OPENVAS,openvas_osixia_phpldapadmin_0.7.1
HTTP Security Headers Detection,['0.0'],['All known security headers are being checked on the remote web server. On completion a report will hand back whether a specific security header has been implemented (including its value and if it is deprecated) or is missing on the target.'],[],"['Header Name | Header Value', '--------------------------------------------', 'Strict-Transport-Security | max-age=15768000', 'Missing Headers | More Information']",172.30.29.2,[],[],[],[],,{},443,[],tcp,[],LOG,[],OPENVAS,openvas_osixia_phpldapadmin_0.7.1
Web Application Scanning Consolidation / Info Reporting,['0.0'],"[""""The script consolidates and reports various information for web application (formerly called 'CGI') scanning."""", 'This information is based on the following scripts / settings:', '- HTTP-Version Detection (OID: 1.3.6.1.4.1.25623.1.0.100034)', '- No 404 check (OID: 1.3.6.1.4.1.25623.1.0.10386)', '- Web mirroring / webmirror.nasl (OID: 1.3.6.1.4.1.25623.1.0.10662)', '- Directory Scanner / DDI_Directory_Scanner.nasl (OID: 1.3.6.1.4.1.25623.1.0.11032)', """"- The configured 'cgi_path' within the 'Scanner Preferences' of the scan config in use"""", """"- The configured 'Enable CGI scanning', 'Enable generic web application scanning' and 'Add historic /scripts and /cgi-bin to directories for CGI scanning' within the 'Global variable settings' of the scan config in use""""]",[],"['The Hostname/IP """"ddd74033f57d"""" was used to access the remote host.', 'Generic web application scanning is disabled for this host via the """"Enable generic web application scanning"""" option within the """"Global variable settings"""" of the scan config in use.', 'Requests to this service are done via HTTP/1.1.', 'This service seems to be able to host PHP scripts.', 'This service seems to be able to host ASP scripts.', 'The User-Agent """"Mozilla/5.0 [en] (X11, U; OpenVAS-VT <version replaced>)"""" was used to access the remote host.', 'Historic /scripts and /cgi-bin are not added to the directories used for web application scanning.', 'A possible recursion was detected during web application scanning:', 'The service is using a relative URL in one or more HTML references where e.g. /file1.html contains <a href=""""subdir/file2.html""""> and a subsequent request for subdir/file2.html is linking to subdir/file2.html.', 'This would resolve to subdir/subdir/file2.html causing a recursion.', 'To work around this counter-measures have been enabled but the service should be fixed as well to not use such problematic links.', 'Below an excerpt of URLs is shown to help identify those issues.', 'Syntax : URL (HTML link)', 'https://ddd74033f57d/phpldapadmin/ (css/default/style.css)', 'https://ddd74033f57d/phpldapadmin/ (images/default/bug-big.png)', 'https://ddd74033f57d/phpldapadmin/ (images/default/forum-big.png)', 'https://ddd74033f57d/phpldapadmin/ (images/default/help-big.png)', 'https://ddd74033f57d/phpldapadmin/ (images/default/login.png)', 'The following directories were used for web application scanning:', 'https://ddd74033f57d/', 'https://ddd74033f57d/phpldapadmin', 'While this is not, in and of itself, a bug, you should manually inspect these directories to ensure that they are in compliance with company security standards', 'The following directories were excluded from web application scanning because the """"Regex pattern to exclude directories from CGI scanning"""" setting of the VT """"Global variable settings"""" (OID: 1.3.6.1.4.1.25623.1.0.12288) for this scan was : """"/(index\\.php|image|img|css|js$|js/|javascript|style|theme|icon|jquery|graphic|grafik|picture|bilder|thumbnail|media/|skins?/)"""")', 'https://ddd74033f57d/css', 'https://ddd74033f57d/css/default', 'https://ddd74033f57d/icons', 'https://ddd74033f57d/images', 'https://ddd74033f57d/images/default', 'https://ddd74033f57d/index.php/Home', 'https://ddd74033f57d/index.php/Home/login', 'https://ddd74033f57d/index.php/installer', 'https://ddd74033f57d/index.php/s', 'https://ddd74033f57d/index.php/wp-json', 'https://ddd74033f57d/js', 'https://ddd74033f57d/js/jscalendar', 'The following CGIs were discovered:', 'Syntax : cginame (arguments [default value])', 'https://ddd74033f57d/cmd.php (server_id [1] cmd [purge_cache] )', 'https://ddd74033f57d/phpldapadmin/cmd.php (server_id [1] cmd [purge_cache] )']",172.30.29.2,['Quality of Detection (QoD): 80%'],[],[],"['Details: Web Application Scanning Consolidation / Info Reporting', 'OID:1.3.6.1.4.1.25623.1.0.111038', 'Version used: 2026-01-13T05:47:36Z']",,{},443,[],tcp,['url: https://forum.greenbone.net/c/vulnerability-tests/7'],LOG,[],OPENVAS,openvas_osixia_phpldapadmin_0.7.1
Services,['0.0'],['This plugin performs service detection.'],[],['A TLScustom server answered on this port'],172.30.29.2,[],"['This plugin attempts to guess which service is running on the remote port(s). For instance, it searches for a web server which could listen on another port than 80 or 443 and makes this information available for other check routines.']",[],"['Details: Services', 'OID:1.3.6.1.4.1.25623.1.0.10330', 'Version used: 2025-03-05T05:38:53Z']",,{},443,[],tcp,[],LOG,[],OPENVAS,openvas_osixia_phpldapadmin_0.7.1
Services,['0.0'],['This plugin performs service detection.'],[],['A web server is running on this port through SSL'],172.30.29.2,[],"['This plugin attempts to guess which service is running on the remote port(s). For instance, it searches for a web server which could listen on another port than 80 or 443 and makes this information available for other check routines.']",[],"['Details: Services', 'OID:1.3.6.1.4.1.25623.1.0.10330', 'Version used: 2025-03-05T05:38:53Z']",,{},443,[],tcp,[],LOG,[],OPENVAS,openvas_osixia_phpldapadmin_0.7.1
SSL/TLS: Version Detection,['0.0'],['Enumeration and reporting of SSL/TLS protocol versions supported by a remote service.'],[],['The remote SSL/TLS service supports the following SSL/TLS protocol version(s): TLSv1.2'],172.30.29.2,[],[],[],"['Sends multiple connection requests to the remote service and attempts to determine the SSL/TLS protocol versions supported by the service from the replies.', 'Note: The supported SSL/TLS protocol versions included in the report of this VT are reported independently from the allowed / supported SSL/TLS ciphers.', 'Details: SSL/TLS: Version Detection', 'OID:1.3.6.1.4.1.25623.1.0.105782', 'Version used: 2024-09-27T05:05:23Z']",,{},443,[],tcp,[],LOG,[],OPENVAS,openvas_osixia_phpldapadmin_0.7.1
SSL/TLS: Collect and Report Certicate Details,['0.0'],['This script collects and reports the details of all SSL/TLS certicates. This data will be used by other tests to verify server certicates.'],[],"['The following certificate details of the remote service were collected.', 'Certificate details: fingerprint (SHA-1) | 97B7566710F66BBBA2867DD93DBD34AA595B98AF', 'fingerprint (SHA-256) | 906F3A0FDB21014BAAD47E0C358A78FC5C1D5CB3975327->7DC988689BEB59EDA6', 'issued by | CN=docker-light-baseimage,ST=New Mexico,L=Albuquerque,OU=Information Technology Dep.,O=A1A Car Wash,C=US', 'public key algorithm | EC/ECDSA', 'public key size (bits) | 384', 'serial | 1BD5FA40CAECE0B0673000E7710B2399F0FE5D40', 'signature algorithm | ecdsa-with-SHA384', 'subject | CN=ddd74033f57d,OU=Information Technology Dep.,O=A1A Car Wash,L=Albuquerque,ST=New Mexico,C=US', 'subject alternative names (SAN) | ddd74033f57d', 'valid from | 2026-01-25 21:18:00 UTC', 'valid until | 2027-01-25 21:18:00 UTC']",172.30.29.2,[],[],[],"['Details: SSL/TLS: Collect and Report Certificate Details', 'OID:1.3.6.1.4.1.25623.1.0.103692', 'Version used: 2024-09-27T05:05:23Z']",,{},443,[],tcp,[],LOG,[],OPENVAS,openvas_osixia_phpldapadmin_0.7.1
phpLDAPadmin Detection (HTTP),['0.0'],['HTTP based detection of phpLDAPadmin.'],[],"['Detected phpLDAPadmin', 'Version: 1.2.3', 'Location: /', 'CPE: cpe:/a:phpldapadmin_project:phpldapadmin:1.2.3', 'Concluded from version/product identification result: phpLDAPadmin (1.2.3)', 'Concluded from version/product identification location: https://ddd74033f57d/index.php']",172.30.29.2,[],[],[],"['Details: phpLDAPadmin Detection (HTTP)', 'OID:1.3.6.1.4.1.25623.1.0.100395', 'Version used: 2024-12-24T05:05:31Z']",,{},443,[],tcp,['url: https://github.com/leenooks/phpLDAPadmin'],LOG,[],OPENVAS,openvas_osixia_phpldapadmin_0.7.1
CPE Inventory,['0.0'],"['This routine uses information collected by other routines about CPE identities of operating systems, services and applications detected during the scan.', 'Note: Some CPEs for specific products might show up twice or more in the output. Background: After a product got renamed or a specific vendor was acquired by another one it might happen that a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older CPE.']",[],"['172.30.29.2|cpe:/a:apache:http_server', '172.30.29.2|cpe:/a:ietf:transport_layer_security:1.2', '172.30.29.2|cpe:/a:phpldapadmin_project:phpldapadmin:1.2.3', '172.30.29.2|cpe:/o:linux:kernel']",172.30.29.2,[],[],[],"['Details: CPE Inventory', 'OID:1.3.6.1.4.1.25623.1.0.810002', 'Version used: 2022-07-27T10:11:28Z']",,{},general,[],CPE-T,['url: https://nvd.nist.gov/products/cpe'],LOG,[],OPENVAS,openvas_osixia_phpldapadmin_0.7.1
IP Forwarding Enabled - Active Check,['0.0'],"['Checks if the remote host has IP forwarding enabled.', 'Quality of Detection (QoD): 70%']",[],['It was possible to route a TCP packet through the target host and received an answer which means IP forwarding is enabled.'],172.30.29.2,[],[],[],['Sends a crafted Local Link Layer (LLL) frame and checks the response.'],,{},general,[],tcp,['cve: CVE-1999-0511'],LOG,[],OPENVAS,openvas_osixia_phpldapadmin_0.7.1
Traceroute,['0.0'],"['Collect information about the network route and network distance between the scanner host and the target host.', 'Quality of Detection (QoD): 80%']",[],"['Network route from scanner (172.30.0.2) to target (172.30.29.2):', '172.30.0.2', '172.30.29.2', 'Network distance between scanner and target: 2']",172.30.29.2,[],"['For internal networks, the distances are usually small, often less than 4 hosts between scanner and target. For public targets the distance is greater and might be 10 hosts or more.']",[],"[""""A combination of the protocols ICMP and TCP is used to determine the route. This method is applicable for IPv4 only and it is also known as 'traceroute'.""""]",,{},general,[],tcp,[],LOG,[],OPENVAS,openvas_osixia_phpldapadmin_0.7.1
Hostname Determination Reporting,['0.0'],"['The script reports information on how the hostname of the target was determined.', 'Quality of Detection (QoD): 80%']",[],"['Hostname determination for IP 172.30.29.2:', 'Hostname|Source', 'ddd74033f57d|SSL/TLS server certificate', 'phpldapadmin.trabalho_vulnnet|Reverse-DNS']",172.30.29.2,[],[],[],[],,{},general,[],tcp,[],LOG,[],OPENVAS,openvas_osixia_phpldapadmin_0.7.1
SSL/TLS: Hostname discovery from server certicate,['0.0'],"['It was possible to discover an additional hostname of this server from its certicate Common or', 'Subject Alt Name.']",[],['The following additional and resolvable hostnames were detected: ddd74033f57d'],172.30.29.2,[],[],[],"['Details: SSL/TLS: Hostname discovery from server certificate', 'OID:1.3.6.1.4.1.25623.1.0.111010', 'Version used: 2021-11-22T15:32:39Z']",,{},general,[],tcp,[],LOG,[],OPENVAS,openvas_osixia_phpldapadmin_0.7.1
Apache HTTP Server Detection Consolidation,['0.0'],['Consolidation of Apache HTTP Server detections.'],[],[],172.30.29.2,[],[],[],[],,{},general,[],tcp,[],LOG,[],OPENVAS,openvas_osixia_phpldapadmin_0.7.1
Apache HTTP Server Detection Consolidation,['0.0'],"['Consolidation of Apache HTTP Server detections.', 'Quality of Detection (QoD): 80%']",[],"['Detected Apache HTTP Server', 'Version: unknown', 'Location: 443/tcp', 'CPE: cpe:/a:apache:http_server', 'Concluded from version/product identification result: Server: Apache', 'Detected Apache HTTP Server', 'Version: unknown', 'Location: 80/tcp', 'CPE: cpe:/a:apache:http_server', 'Concluded from version/product identification result: Server: Apache']",172.30.29.2,[],[],[],"['Details: Apache HTTP Server Detection Consolidation', 'OID:1.3.6.1.4.1.25623.1.0.117232', 'Version used: 2024-03-08T15:37:10Z']",,{},443,[],tcp,['url: https://httpd.apache.org'],LOG,[],OPENVAS,openvas_osixia_phpldapadmin_0.7.1
