Name,description,detection_result,detection_method,product_detection_result,impact,solution,insight,log_method,cvss,port,protocol,severity,references,plugin,identification,http_info,source,llm,target,host,cve,Quality of Detection (QoD),summary,quality_of_detection,urls,cert-bund,dfn-cert
OpenBSD OpenSSH < 9.2 Unspecified Vulnerability,['OpenBSD OpenSSH is prone to an unspecified vulnerability.'],"['Installed version: 7.5', 'Fixed version: 9.2']",['Checks if a vulnerable version is present on the target host.'],['cpe:/a:openbsd:openssh:7.5'],[],['Update to version 9.2 or later.'],"['If the CanonicalizeHostname and CanonicalizePermittedCNAMEs options were enabled, and the system/libc resolver did not check that names in DNS responses were valid, then use of these options could allow an attacker with control of DNS to include invalid characters (possibly including wildcards) in names added to known_hosts files when they were updated. These names would still have to match the CanonicalizePermittedCNAMEs allow-list, so practical exploitation appears unlikely.']",[],['5.0'],22.0,tcp,MEDIUM,"['https://www.openssh.com/releasenotes.html#9.2', 'https://www.openwall.com/lists/oss-security/2023/02/02/3']",[],[],[],OPENVAS,llama4,openvas_gitea_gitea_1.4.0,172.31.1.57,,,,,,,
OpenBSD OpenSSH < 9.3 Unspecified Vulnerability,['OpenBSD OpenSSH is prone to an unspecified vulnerability.'],"['Installed version: 7.5', 'Fixed version: 9.3']",['Checks if a vulnerable version is present on the target host.'],['cpe:/a:openbsd:openssh:7.5'],[],['Update to version 9.3 or later.'],"['ssh(1): Portable OpenSSH provides an implementation of the getrrsetbyname(3) function if the standard library does not provide it, for use by the VerifyHostKeyDNS feature. A specifically crafted DNS response could cause this function to perform an out-of-bounds read of adjacent stack data, but this condition does not appear to be exploitable beyond denial-of-service to the ssh(1) client.']",[],['5.0'],22.0,tcp,MEDIUM,[],[],[],[],OPENVAS,llama4,openvas_gitea_gitea_1.4.0,172.31.1.57,,,,,,,
OpenBSD OpenSSH < 9.3 Unspecied Vulnerability,['OpenBSD OpenSSH is prone to an unspecied vulnerability.'],"['Installed version: 7.5', 'Fixed version: 9.3']",['Checks if a vulnerable version is present on the target host.'],['cpe:/a:openbsd:openssh:7.5'],[],['Update to version 9.3 or later.'],"['ssh(1): Portable OpenSSH provides an implementation of the getrrsetbyname(3) function if the standard library does not provide it, for use by the VerifyHostKeyDNS feature. A specically crafted DNS response could cause this function to perform an out-of-bounds read of adjacent stack data, but this condition does not appear to be exploitable beyond denial-of-service to the ssh(1) client.']",[],['5.0'],22.0,tcp,MEDIUM,"['https://www.openssh.com/releasenotes.html#9.3', 'https://www.openwall.com/lists/oss-security/2023/02/02/3']",[],[],[],OPENVAS,llama4,openvas_gitea_gitea_1.4.0,172.31.1.57,,,,,,,
OpenBSD OpenSSH < 9.1 Multiple Vulnerabilities,['OpenBSD OpenSSH is prone to multiple vulnerabilities.'],"['Installed version: 7.5', 'Fixed version: 9.1', 'Installation path / port: 22/tcp']",['Checks if a vulnerable version is present on the target host.'],"['cpe:/a:openbsd:openssh:7.5', 'Product: cpe:/a:openbsd:openssh:7.5', 'Method: OpenSSH Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.108577']",[],['Update to version 9.1 or later.'],"['The following vulnerabilities exist:', '- A one-byte overow in SSH- banner processing in ssh-keyscan.', '- A double free() in error path of le hashing step in signing/verify code in ssh-keygen.', '- A double-free in error path in ssh-keysign.']",[],"['4.0', '2.6']",22.0,tcp,MEDIUM,"['https://www.openssh.com/releasenotes.html#9.3', 'https://www.openwall.com/lists/oss-security/2023/03/15/8', 'url: https://www.openssh.com/releasenotes.html#9.1']",[],[],[],OPENVAS,llama4,openvas_gitea_gitea_1.4.0,172.31.1.57,,,,,,,
TCP Timestamps Information Disclosure,['The remote host implements TCP timestamps and therefore allows to compute the uptime.'],"['It was detected that the host implements RFC1323/RFC7323.', 'The following timestamps were retrieved with a delay of 1 seconds in-between:  Packet 1: 3413748963   Packet 2: 3413750074', 'The following timestamps were retrieved with a delay of 1 seconds in-between:', 'Packet 1: 3413748963', 'Packet 2: 3413750074']","['Special IP packets are forged and sent with a little delay in between to the target IP.', 'The responses are searched for a timestamps.', 'If found, the timestamps are reported.']",[],"['A side eect of this feature is that the uptime of the remote host can sometimes be computed.', 'A side effect of this feature is that the uptime of the remote host can sometimes be computed.']","[""To disable TCP timestamps on linux add the line 'net.ipv4.tcp_timestamps = 0' to /etc/sysctl.conf."", ""Execute 'sysctl -p' to apply the settings at runtime."", ""To disable TCP timestamps on Windows execute 'netsh int tcp set global timestamps=disabled'"", 'Starting with Windows Server 2008 and Vista, the timestamp can not be completely disabled.', 'The default behavior of the TCP/IP stack on this Systems is to not use the Timestamp options when initiating TCP connections, but use them if the TCP peer that is initiating communication includes them in their synchronize (SYN) segment.']","['The remote host implements TCP timestamps, as defined by RFC1323/RFC7323.']",[],"['2.6', '2.1']",,,LOW,"['https://datatracker.ietf.org/doc/html/rfc1323', 'https://datatracker.ietf.org/doc/html/rfc7323', 'https://web.archive.org/web/20151213072445/http://www.microsoft.com/en-us/download/details.aspx?id=9152', 'https://www.fortiguard.com/psirt/FG-IR-16-090']",[],[],[],OPENVAS,llama4,openvas_gitea_gitea_1.4.0,172.31.1.57,,,,,,,
ICMP Timestamp Reply Information Disclosure,['The remote host responded to an ICMP timestamp request.'],"['The following response / ICMP packet has been received:', '- ICMP Type: 14', '- ICMP Code: 0']",['Sends an ICMP Timestamp (Type 13) request and checks if a Timestamp Reply (Type 14) is received.'],[],['This information could theoretically be used to exploit weak time-based random number generators in other services.'],"['To disable ICMP timestamp replies, you can use firewall rules or other network configuration changes.', 'Disable the support for ICMP timestamp on the remote host completely', 'Protect the remote host by a firewall, and block ICMP packets passing through the firewall in either direction (either completely or only for untrusted networks)']","['The remote host responded to an ICMP timestamp request.', 'The Timestamp Reply is an ICMP message which replies to a Timestamp message. It consists of the originating timestamp sent by the sender of the Timestamp as well as a receive timestamp and a transmit timestamp.']",[],"['2.1', '3.8']",,,LOW,"['cve: CVE-1999-0524', 'url: https://datatracker.ietf.org/doc/html/rfc792', 'url: https://datatracker.ietf.org/doc/html/rfc2780', 'cert-bund: CB-K15/1514', 'cert-bund: CB-K14/0632', 'dfn-cert: DFN-CERT-2014-0658']",[],[],[],OPENVAS,llama4,openvas_gitea_gitea_1.4.0,172.31.1.57,,,,,,,
OpenBSD OpenSSH 7.4 - 9.9 Unspecified Vulnerability,[],[],[],['cpe:/a:openbsd:openssh:7.5'],[],[],[],[],['3.8'],22.0,tcp,LOW,[],[],[],[],OPENVAS,llama4,openvas_gitea_gitea_1.4.0,172.31.1.57,,,,,,,
OpenBSD OpenSSH 7.4 - 9.9 Unspecied Vulnerability,['OpenBSD OpenSSH is prone to an unspecied vulnerability due to a logic error.'],"['Installed version: 7.5', 'Fixed version: 10.0', 'Installation path / port: 22/tcp']",['Checks if a vulnerable version is present on the target host.'],"['Product: cpe:/a:openbsd:openssh:7.5', 'Method: OpenSSH Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.108577']",[],"['Solution type: VendorFix', 'Update to version 10.0 or later.']",['A logic error in sshd(8) caused the DisableForwarding option to not disable X11 or agent forwarding as documented. Note that X11 forwarding is disabled by default in sshd(8) and agent forwarding is not requested by default by ssh(1).'],[],['7.5'],22.0,tcp,HIGH,"['cve: CVE-2025-32728', 'url: https://www.openssh.com/txt/release-10.0', 'url: https://www.openssh.com/security.html', 'url: https://www.openwall.com/lists/oss-security/2025/04/09/1', 'url: https://bugzilla.redhat.com/show_bug.cgi?id=2358767', 'cert-bund: WID-SEC-2025-2361', 'cert-bund: WID-SEC-2025-1439', 'cert-bund: WID-SEC-2025-0775', 'dfn-cert: DFN-CERT-2025-1562']",[],[],[],OPENVAS,llama4,openvas_gitea_gitea_1.4.0,172.31.1.57,,,,,,,
Weak MAC Algorithm(s) Supported (SSH),"['The remote SSH server is configured to allow / support weak MAC algorithm(s).', 'Checks the supported MAC algorithms (client-to-server and server-to-client) of the remote SSH server.']","['The remote SSH server supports the following weak client-to-server MAC algorithm(s):', 'umac-64-etm@openssh.com', 'umac-64@openssh.com', 'The remote SSH server supports the following weak server-to-client MAC algorithm(s):']","['Checks the supported MAC algorithms (client-to-server and server-to-client) of the remote SSH server.', 'Currently weak MAC algorithms are defined as the following:', '- MD5 based algorithms', '- 96-bit based algorithms', '- 64-bit based algorithms', ""- 'none' algorithm""]",['cpe:/a:ietf:secure_shell_protocol'],[],['Disable the reported weak MAC algorithm(s).'],[],[],['2.6'],,,LOW,"['url: https://www.rfc-editor.org/rfc/rfc6668', 'url: https://www.rfc-editor.org/rfc/rfc4253#section-6.4']",[],[],[],OPENVAS,llama4,openvas_gitea_gitea_1.4.0,172.31.1.57,,,,,,,
OpenBSD OpenSSH Multiple Vulnerabilities,['OpenBSD OpenSSH is prone to multiple vulnerabilities.'],"['Installed version: 7.5', 'Fixed version: 10.1']",['Checks if a vulnerable version is present on the target host.'],['cpe:/a:openbsd:openssh:7.5'],[],['Update to version 10.1 or later.'],"[""- CVE-2025-61984: 'ssh' allows control characters in usernames that originate from certain possibly untrusted sources, potentially leading to code execution when a ProxyCommand is used."", ""- CVE-2025-61985: 'ssh' allows the '\\0' character in an ssh:// URI, potentially leading to code execution when a ProxyCommand is used.""]",[],['2.4'],22.0,tcp,LOW,"['url: https://www.rfc-editor.org/rfc/rfc6668', 'url: https://www.rfc-editor.org/rfc/rfc4253#section-6.4']",[],[],[],OPENVAS,llama4,openvas_gitea_gitea_1.4.0,172.31.1.57,,,,,,,
OpenBSD OpenSSH < 10.1 Multiple Vulnerabilities,['OpenBSD OpenSSH is prone to multiple vulnerabilities.'],"['Installed version: 7.5', 'Fixed version: 10.1', 'Installation path / port: 22/tcp']",['Checks if a vulnerable version is present on the target host.'],"['Product: cpe:/a:openbsd:openssh:7.5', 'Method: OpenSSH Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.108577']",[],['Update to version 10.1 or later.'],"['The following issues exist:', ""- CVE-2025-61984: 'ssh' allows control characters in usernames that originate from certain possibly untrusted sources, potentially leading to code execution when a ProxyCommand is used."", ""- CVE-2025-61985: 'ssh' allows the '\\0' character in an ssh:// URI, potentially leading to code execution when a ProxyCommand is used.""]",[],['7.5'],22.0,tcp,HIGH,"['cve: CVE-2025-61984', 'cve: CVE-2025-61985', 'url: https://www.openssh.com/txt/release-10.1', 'url: https://www.openssh.com/security.html', 'url: https://www.openwall.com/lists/oss-security/2025/10/06/1', 'url: https://dgl.cx/2025/10/bash-a-newline-ssh-proxycommand-cve-2025-61984#_', 'cert-bund: WID-SEC-2025-2212', 'dfn-cert: DFN-CERT-2026-0218', 'dfn-cert: DFN-CERT-2025-3384', 'dfn-cert: DFN-CERT-2025-2768']",[],[],[],OPENVAS,llama4,openvas_gitea_gitea_1.4.0,172.31.1.57,,,,,,,
jQuery Detection Consolidation,['Consolidation of jQuery detections.'],"['Detected jQuery', 'Version: 1.11.3', 'Location: /vendor/plugins/jquery/jquery.min.js', 'CPE: cpe:/a:jquery:jquery:1.11.3']",[],[],[],['Log Method'],[],['Log Method'],['0.0'],,,LOG,['url: https://jquery.com/'],[],[],[],OPENVAS,llama4,openvas_gitea_gitea_1.4.0,172.31.1.57,,,,,,,
OpenSSH Detection Consolidation,['Consolidation of OpenSSH detections.'],"['Detected OpenSSH Server', 'Version: 7.5', 'Location: 22/tcp', 'CPE: cpe:/a:openbsd:openssh:7.5']",[],[],[],['Log Method'],[],['Log Method'],['0.0'],22.0,tcp,LOG,['url: https://www.openssh.com/'],[],[],[],OPENVAS,llama4,openvas_gitea_gitea_1.4.0,172.31.1.57,,,,,,,
Hostname Determination Reporting,['The script reports information on how the hostname of the target was determined.'],"['Hostname determination for IP 172.31.1.57:', 'Hostname|Source', 'gitea14.trabalho_vulnnet|Reverse-DNS']",[],[],[],['Log Method'],[],['Log Method'],['0.0'],,,LOG,[],[],[],[],OPENVAS,llama4,openvas_gitea_gitea_1.4.0,172.31.1.57,,,,,,,
IP Forwarding Enabled - Active Check,['Checks if the remote host has IP forwarding enabled.'],['It was possible to route a TCP packet through the target host and received an answer which means IP forwarding is enabled.'],[],[],[],['Log Method'],[],"['Log Method', 'Sends a crafted Local Link Layer (LLL) frame and checks the response.']",['0.0'],,,LOG,['cve: CVE-1999-0511'],[],[],[],OPENVAS,llama4,openvas_gitea_gitea_1.4.0,172.31.1.57,,,,,,,
Traceroute,"['Collect information about the network route and network distance between the scanner host and  the target host.', 'Collect information about the network route and network distance between the scanner host and the target host.']",['Network route from scanner (172.30.0.2) to target (172.31.1.57): 172.30.0.2 172.31.1.57 Network distance between scanner and target: 2'],[],[],[],[],"['For internal networks, the distances are usually small, often less than 4 hosts between scanner and target. For public targets the distance is greater and might be 10 hosts or more.']","[""A combination of the protocols ICMP and TCP is used to determine the route. This method is applicable for IPv4 only and it is also known as 'traceroute'.""]",['0.0'],,,LOG,[],[],[],[],OPENVAS,llama4,openvas_gitea_gitea_1.4.0,172.31.1.57,,,,,,,
OS Detection Consolidation and Reporting,"['This script consolidates the OS information detected by several VTs and tries to find the best matching OS. Furthermore it reports all previously collected information leading to this best matching OS.', 'This script consolidates the OS information detected by several VTs and tries to find the best matching OS.', 'Furthermore it reports all previously collected information leading to this best matching OS.', 'It also reports possible additional information which might help to improve the OS detection.', 'If any of this information is wrong or could be improved please consider to report these to the referenced community forum.']","['Best matching OS: OS: Linux Kernel CPE: cpe:/o:linux:kernel Found by VT: 1.3.6.1.4.1.25623.1.0.102002 (Operating System (OS) Detection (ICMP))', 'Best matching OS: OS: Linux Kernel', 'CPE: cpe:/o:linux:kernel', 'Found by VT: 1.3.6.1.4.1.25623.1.0.102002 (Operating System (OS) Detection (ICM ->P))', 'Concluded from ICMP based OS fingerprint', 'Setting key ""Host/runs_unixoide"" based on this information']",[],[],[],['Log Method'],[],"['Details: OS Detection Consolidation and Reporting', 'OID:1.3.6.1.4.1.25623.1.0.105937', 'Version used: 2026-01-21T05:50:46Z']",['0.0'],,,LOG,['url: https://forum.greenbone.net/c/vulnerability-tests/7'],[],[],[],OPENVAS,llama4,openvas_gitea_gitea_1.4.0,172.31.1.57,,,,,,,
Web Application Scanning Consolidation / Info Reporting,"[""The script consolidates and reports various information for web application (formerly called 'CGI') scanning."", 'This information is based on the following scripts / settings:', '- HTTP-Version Detection (OID: 1.3.6.1.4.1.25623.1.0.100034)', '- No 404 check (OID: 1.3.6.1.4.1.25623.1.0.10386)', '- Web mirroring / webmirror.nasl (OID: 1.3.6.1.4.1.25623.1.0.10662)', '- Directory Scanner / DDI_Directory_Scanner.nasl (OID: 1.3.6.1.4.1.25623.1.0.11032)', ""- The configured 'cgi_path' within the 'Scanner Preferences' of the scan config in use"", ""- The configured 'Enable CGI scanning', 'Enable generic web application scanning' and 'Add historic /scripts and /cgi-bin to directories for CGI scanning' within the 'Global variable settings' of the scan config in use""]","['The Hostname/IP ""gitea14.trabalho_vulnnet"" was used to access the remote host.', 'Generic web application scanning is disabled for this host via the ""Enable generic web application scanning"" option within the ""Global variable settings"" of the scan config in use.', 'Requests to this service are done via HTTP/1.1.', 'This service seems to be able to host PHP scripts.', 'This service seems to be able to host ASP scripts.', 'The User-Agent ""Mozilla/5.0 [en] (X11, U; OpenVAS-VT <version replaced>)"" was used to access the remote host.', 'Historic /scripts and /cgi-bin are not added to the directories used for web app']",[],[],[],['Log Method'],[],[],['0.0'],3000.0,tcp,LOG,[],[],[],[],OPENVAS,llama4,openvas_gitea_gitea_1.4.0,172.31.1.57,,,,,,,
Web Application Scanning Consolidation / Info Reporting,"[""The script consolidates and reports various information for web application (formerly called 'CGI') scanning."", 'This information is based on the following scripts / settings:', '- HTTP-Version Detection (OID: 1.3.6.1.4.1.25623.1.0.100034)', '- No 404 check (OID: 1.3.6.1.4.1.25623.1.0.10386)', '- Web mirroring / webmirror.nasl (OID: 1.3.6.1.4.1.25623.1.0.10662)', '- Directory Scanner / DDI_Directory_Scanner.nasl (OID: 1.3.6.1.4.1.25623.1.0.11032)', ""- The congured 'cgi_path' within the 'Scanner Preferences' of the scan cong in use"", ""- The congured 'Enable CGI scanning', 'Enable generic web application scanning' and 'Add historic /scripts and /cgi-bin to directories for CGI scanning' within the 'Global variable settings' of the scan cong in use"", 'Web Application Scanning Consolidation / Info Reporting']","['The Hostname/IP ""gitea14.trabalho_vulnnet"" was used to access the remote host.', 'Generic web application scanning is disabled for this host via the ""Enable gener ->ic web application scanning"" option within the ""Global variable settings"" of t ->he scan config in use.', 'Requests to this service are done via HTTP/1.1.', 'This service seems to be able to host PHP scripts.', 'This service seems to be able to host ASP scripts.', 'The User-Agent ""Mozilla/5.0 [en] (X11, U; OpenVAS-VT <version replaced>)"" was us ->ed to access the remote host.']",[],[],[],[],[],['Details: Web Application Scanning Consolidation / Info Reporting'],['0.0'],,,LOG,['url: https://forum.greenbone.net/c/vulnerability-tests/7'],[],[],[],OPENVAS,llama4,openvas_gitea_gitea_1.4.0,172.31.1.57,,,,,,,
Historic /scripts and /cgi-bin directories not scanned,"['The directories /scripts and /cgi-bin were not added to the directories used for web application scanning.', 'You can enable this again with the ""Add historic /scripts and /cgi-bin to directories for CGI scanning"" option within the ""Global variable settings"" of the scan config in use.']","['The following directories were used for web application scanning:', 'http://gitea14.trabalho_vulnnet:3000/', 'http://gitea14.trabalho_vulnnet:3000/install']",[],[],['You should manually inspect these directories to ensure that they are in compliance with company security standards.'],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,llama4,openvas_gitea_gitea_1.4.0,172.31.1.57,,,,,,,
Directories excluded from web application scanning,"['The following directories were excluded from web application scanning because the ""Regex pattern to exclude directories from CGI scanning"" setting of the VT ""Global variable settings"" (OID: 1.3.6.1.4.1.25623.1.0.12288) for this scan was: ""/(index\\.php|image|img|css|js$|js/|javascript|style|theme|icon|jquery|graphic|grafik|picture|bilder|thumbnail|media/|skins?/)""']","['http://gitea14.trabalho_vulnnet:3000/css', 'http://gitea14.trabalho_vulnnet:3000/img', 'http://gitea14.trabalho_vulnnet:3000/js', 'http://gitea14.trabalho_vulnnet:3000/vendor/assets/font-awesome/css', 'http://gitea14.trabalho_vulnnet:3000/vendor/plugins/cssrelpreload', 'http://gitea14.trabalho_vulnnet:3000/vendor/plugins/jquery', 'http://gitea14.trabalho_vulnnet:3000/vendor/plugins/jquery.areyousure', 'http://gitea14.trabalho_vulnnet:3000/vendor/plugins/jquery.datetimepicker', 'http://gitea14.trabalho_vulnnet:3000/vendor/plugins/jquery.minicolors']",[],[],[],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,llama4,openvas_gitea_gitea_1.4.0,172.31.1.57,,,,,,,
CGIs discovered,"['The following CGIs were discovered:', 'http://gitea14.trabalho_vulnnet:3000/install (app_name [Gitea: Git with a cup of tea] http_port [3000] smtp_host [] disable_registration [] enable_captcha [] default_allow_create_organization [] db_name [gitea] app_url [http://localhost:3000/] smtp_passwd [] admin_confirm_passwd [] domain [localhost] admin_email [] admin_name [] no_reply_address [noreply.example.org] ssh_port [22] offline_mode [] enable_federated_avatar [] enable_open_id_sign_up [] mail_notify [] db_type [SQLite3] db_passwd [] require_sign_in_view [] run_user [git] admin_passwd [] lang [zh-CN] db_user [root] smtp_from [] enable_open_id_sign_in [] ssl_mode [disable] repo_root_path [/data/git/repositories] log_root_path [/data/git/ea/log] default_keep_email_private [] db_host [localhost:3306] db_path [/data/gitea/gitea.db] smtp_user [] lfs_root_path [/data/gitea/lfs] register_confirm [] disable_gravatar [] default_enable_timetracking [] )']",[],[],[],[],[],[],[],['0.0'],,,LOG,[],[],[],[],OPENVAS,llama4,openvas_gitea_gitea_1.4.0,172.31.1.57,,,,,,,
