Name,cvss,description,detection_method,detection_result,http_info,identification,impact,insight,log_method,plugin,port,product_detection_result,protocol,references,severity,solution,source
Missing Permissions Policy Instances (25),[],[],[],[],"[{'request': 'GET https://juice-shop-388277804329.us-west1.run.app/soap/class.nusoap_base.php HTTP/1.1', 'request_headers': ['Accept: */*', 'Accept-Encoding: gzip, deflate, br', 'Accept-Language: en-US,en;q=0.5', 'Cookie: PHPSESSID=711vt1tpgrucudl1kaq9t074f5', 'Priority: u=0, i', 'Sec-Ch-Ua: """"Chromium"""";v=""""124"""", """"HeadlessChrome"""";v=""""124"""", """"Not-A.Brand"""";v=""""99""""', 'Sec-Ch-Ua-Mobile: ?0', 'Sec-Ch-Ua-Platform: """"Linux""""', 'Sec-Fetch-Dest: document', 'Sec-Fetch-Mode: navigate', 'Sec-Fetch-Site: none', 'Sec-Fetch-User: ?1', 'Upgrade-Insecure-Requests: 1', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36'], 'response_headers': ['HTTP/1.1 200 OK', 'Alt-Svc: h3="""":443""""; ma=2592000,h3-29="""":443""""; ma=2592000', 'Content-Type: text/html', 'Date: Tue, 19 Nov 2024 06:46:36 GMT', 'Server: Google Frontend', 'X-Cloud-Trace-Context: c53cd0b0ef8c298766ed3c1bd61168b7', 'X-Powered-By: PHP/5.5.9-1ubuntu4.14', 'Content-Length: 811']}]","['https://juice-shop-388277804329.us-west1.run.app/soap/class.nusoap_base.php', 'https://juice-shop-388277804329.us-west1.run.app/info_install.php', 'https://juice-shop-388277804329.us-west1.run.app/db/', 'https://juice-shop-388277804329.us-west1.run.app/documents/', 'https://juice-shop-388277804329.us-west1.run.app/js/', 'https://juice-shop-388277804329.us-west1.run.app/training_install.php', 'https://juice-shop-388277804329.us-west1.run.app/install.php', 'https://juice-shop-388277804329.us-west1.run.app/stylesheets/', 'https://juice-shop-388277804329.us-west1.run.app/info.php', 'https://juice-shop-388277804329.us-west1.run.app/images/', 'https://juice-shop-388277804329.us-west1.run.app/soap/', 'https://juice-shop-388277804329.us-west1.run.app/passwords/', 'https://juice-shop-388277804329.us-west1.run.app/passwords/wp-config.bak', 'https://juice-shop-388277804329.us-west1.run.app/soap/class.wsdlcache.php', 'https://juice-shop-388277804329.us-west1.run.app/soap/class.soap_fault.php', 'https://juice-shop-388277804329.us-west1.run.app/phpinfo.php', 'https://juice-shop-388277804329.us-west1.run.app/apps/movie_search', 'https://juice-shop-388277804329.us-west1.run.app/db/bwapp.sqlite', 'https://juice-shop-388277804329.us-west1.run.app/passwords/heroes.xml', 'https://juice-shop-388277804329.us-west1.run.app/soap/nusoap.php', 'https://juice-shop-388277804329.us-west1.run.app/apps/', 'https://juice-shop-388277804329.us-west1.run.app/login.php', 'https://juice-shop-388277804329.us-west1.run.app/user_new.php', 'https://juice-shop-388277804329.us-west1.run.app/passwords/web.config.bak', 'https://juice-shop-388277804329.us-west1.run.app/training.php']",[],[],[],[],,[],,[],LOG,[],TENABLEWAS
Missing Permissions Policy,[],['Permissions Policy provides mechanisms to websites to restrict the use of browser features in its own frame and in iframes that it embeds.'],[],[],[],[],[],[],[],"['Plugin ID: 98526', 'Family: HTTP Security Header', 'Publication Date: 2019-03-27T00:00:00+00:00', 'Modification Date: 2024-03-25T00:00:00+00:00']",,[],,[],LOG,"[""""Configure Permissions Policy on your website by adding 'Permissions-Policy' HTTP header.""""]",TENABLEWAS
Missing Referrer Policy Instances (25),[],[],[],[],"[{'request': 'GET https://juice-shop-388277804329.us-west1.run.app/passwords/wp-config.bak HTTP/2', 'request_headers': ['Host: juice-shop-388277804329.us-west1.run.app', 'Accept-Encoding: gzip, deflate, br', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36', 'Accept: */*', 'Accept-Language: en-US,en;q=0.5', 'Cookie: PHPSESSID=711vt1tpgrucudl1kaq9t074f5'], 'response_headers': ['HTTP/2 200', 'last-modified: Wed, 13 Nov 2024 02:15:28 GMT', 'etag: """"603-626c1e84a7000""""', 'accept-ranges: bytes', 'content-type: application/x-trash', 'x-cloud-trace-context: bccbdb7c061d2d5009d67b2ae3eb5bac', 'date: Tue, 19 Nov 2024 06:12:37 GMT', 'server: Google Frontend', 'content-length: 1539', 'alt-svc: h3="""""""":443; ma=2592000,h3-29="""""""":443; ma=2592000']}, {'request': 'GET https://juice-shop-388277804329.us-west1.run.app/user_new.php', 'request_headers': ['Accept: */*', 'Accept-Encoding: gzip, deflate, br', 'Accept-Language: en-US,en;q=0.5', 'Cookie: PHPSESSID=711vt1tpgrucudl1kaq9t074f5', 'Priority: u=0, i', 'Sec-Ch-Ua: """"Chromium"""";v=""""124"""", """"HeadlessChrome"""";v=""""124"""", """"Not-A.Brand"""";v=""""99""""', 'Sec-Ch-Ua-Mobile: ?0', 'Sec-Ch-Ua-Platform: """"Linux""""', 'Sec-Fetch-Dest: document', 'Sec-Fetch-Mode: navigate', 'Sec-Fetch-Site: none', 'Sec-Fetch-User: ?1', 'Upgrade-Insecure-Requests: 1', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36'], 'response_headers': ['HTTP/1.1 200 OK', 'Alt-Svc: h3="""""""":443; ma=2592000,h3-29="""""""":443; ma=2592000', 'Content-Encoding: gzip', 'Content-Type: text/html', 'Date: Tue, 19 Nov 2024 07:45:52 GMT', 'Server: Google Frontend', 'Vary: Accept-Encoding', 'X-Cloud-Trace-Context: 1de28a3c31c89c397b35ab9cf352eeaf', 'Content-Length: 4224']}]","['https://juice-shop-388277804329.us-west1.run.app/passwords/wp-config.bak', 'https://juice-shop-388277804329.us-west1.run.app/user_new.php', 'https://juice-shop-388277804329.us-west1.run.app/soap/class.nusoap_base.php', 'https://juice-shop-388277804329.us-west1.run.app/soap/class.wsdlcache.php', 'https://juice-shop-388277804329.us-west1.run.app/passwords/web.config.bak', 'https://juice-shop-388277804329.us-west1.run.app/soap/', 'https://juice-shop-388277804329.us-west1.run.app/passwords/', 'https://juice-shop-388277804329.us-west1.run.app/db/', 'https://juice-shop-388277804329.us-west1.run.app/info_install.php', 'https://juice-shop-388277804329.us-west1.run.app/soap/class.soap_fault.php', 'https://juice-shop-388277804329.us-west1.run.app/training_install.php', 'https://juice-shop-388277804329.us-west1.run.app/soap/nusoap.php', 'https://juice-shop-388277804329.us-west1.run.app/passwords/heroes.xml', 'https://juice-shop-388277804329.us-west1.run.app/images/', 'https://juice-shop-388277804329.us-west1.run.app/login.php', 'https://juice-shop-388277804329.us-west1.run.app/training.php', 'https://juice-shop-388277804329.us-west1.run.app/js/', 'https://juice-shop-388277804329.us-west1.run.app/info.php', 'https://juice-shop-388277804329.us-west1.run.app/phpinfo.php', 'https://juice-shop-388277804329.us-west1.run.app/db/bwapp.sqlite', 'https://juice-shop-388277804329.us-west1.run.app/documents/', 'https://juice-shop-388277804329.us-west1.run.app/apps/', 'https://juice-shop-388277804329.us-west1.run.app/install.php', 'https://juice-shop-388277804329.us-west1.run.app/apps/movie_search', 'https://juice-shop-388277804329.us-west1.run.app/stylesheets/']",[],[],[],[],,[],,[],LOG,[],TENABLEWAS
Missing Referrer Policy,[],['Referrer Policy provides mechanisms to websites to restrict referrer information (sent in the referer header) that browsers will be allowed to add.'],[],[],[],[],[],[],[],"['Plugin ID: 98527', 'Family: HTTP Security Header', 'Publication Date: 2019-04-02T00:00:00+00:00', 'Modification Date: 2024-03-25T00:00:00+00:00']",,[],,['https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers/Referrer-Policy'],LOG,"[""""Configure Referrer Policy on your website by adding 'Referrer-Policy' HTTP header or meta tag referrer in HTML.""""]",TENABLEWAS
robots.txt File Detected Instances (1),[],[],[],[],"[{'request': 'GET /robots.txt HTTP/2', 'request_headers': ['Host: juice-shop-388277804329.us-west1.run.app', 'Accept-Encoding: gzip, deflate, br', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36'], 'response_headers': ['HTTP/2 200', 'last-modified: Wed, 13 Nov 2024 02:15:28 GMT', 'etag: """"a7-626c1e84a7000-gzip""""', 'accept-ranges: bytes', 'vary: Accept-Encoding', 'content-type: text/plain', 'content-encoding: gzip', 'x-cloud-trace-context: 254908cf9b3dd329fb06f688b5d60e42', 'date: Tue, 19 Nov 2024 00:11:23 GMT', 'server: Google Frontend', 'content-length: 102', 'alt-svc: h3="""""""":443""""; ma=2592000,h3-29="""""""":443""""; ma=2592000']}]",['https://juice-shop-388277804329.us-west1.run.app/robots.txt'],[],[],[],[],,[],,[],LOG,[],TENABLEWAS
robots.txt File Detected,[],"[""""The remote host contains a file named 'robots.txt' that is intended to prevent web 'robots' from visiting certain directories in a website for maintenance or indexing purposes."""", 'A malicious user may also be able to use the contents of this file to learn of sensitive documents or directories on the affected site and either retrieve them directly or target them for other attacks.']",[],[],[],[],[],[],[],"['Plugin ID: 98705', 'Family: Web Servers', 'Publication Date: 2019-09-19T00:00:00+00:00', 'Modification Date: 2020-12-17T00:00:00+00:00']",,[],,[],LOG,"[""""Review the contents of the site's robots.txt file, use Robots META tags instead of entries in the robots.txt file, and/or adjust the web server's access controls to limit access to sensitive material.""""]",TENABLEWAS
Missing 'X-XSS-Protection' Header Instances (25),[],[],[],[],"[{'request': 'GET https://juice-shop-388277804329.us-west1.run.app/documents/ HTTP/1.1', 'request_headers': ['Accept: */*', 'Accept-Encoding: gzip, deflate, br', 'Accept-Language: en-US,en;q=0.5', 'Cookie: PHPSESSID=711vt1tpgrucudl1kaq9t074f5', 'Priority: u=0, i', 'Sec-Ch-Ua: """"Chromium"""";v=""""124"""", """"HeadlessChrome"""";v=""""124"""", """"Not-A.Brand"""";v=""""99""""', 'Sec-Ch-Ua-Mobile: ?0', 'Sec-Ch-Ua-Platform: """"Linux""""', 'Sec-Fetch-Dest: document', 'Sec-Fetch-Mode: navigate', 'Sec-Fetch-Site: none', 'Sec-Fetch-User: ?1', 'Upgrade-Insecure-Requests: 1', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36'], 'response_headers': ['HTTP/1.1 200 OK', 'Alt-Svc: h3="""""""":443""""; ma=2592000,h3-29="""""""":443""""; ma=2592000', 'Content-Encoding: gzip', 'Content-Type: text/html;charset=UTF-8', 'Date: Tue, 19 Nov 2024 00:48:33 GMT', 'Server: Google Frontend', 'Vary: Accept-Encoding', 'X-Cloud-Trace-Context: 8659790f61386a0d355111f26ee2a386', 'Content-Length: 3149']}, {'request': 'GET https://juice-shop-388277804329.us-west1.run.app/phpinfo.php HTTP/1.1', 'request_headers': ['Accept: */*', 'Accept-Encoding: gzip, deflate, br', 'Accept-Language: en-US,en;q=0.5', 'Cookie: PHPSESSID=711vt1tpgrucudl1kaq9t074f5', 'Priority: u=0, i', 'Sec-Ch-Ua: """"Chromium"""";v=""""124"""", """"HeadlessChrome"""";v=""""124"""", """"Not-A.Brand"""";v=""""99""""', 'Sec-Ch-Ua-Mobile: ?0', 'Sec-Ch-Ua-Platform: """"Linux""""', 'Sec-Fetch-Dest: document', 'Sec-Fetch-Mode: navigate', 'Sec-Fetch-Site: none', 'Sec-Fetch-User: ?1', 'Upgrade-Insecure-Requests: 1', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36'], 'response_headers': ['HTTP/1.1 200 OK', 'Alt-Svc: h3="""""""":443""""; ma=2592000,h3-29="""""""":443""""; ma=2592000', 'Content-Encoding: gzip', 'Content-Type: text/html', 'Date: Tue, 19 Nov 2024 01:43:29 GMT', 'Server: Google Frontend', 'Vary: Accept-Encoding', 'X-Cloud-Trace-Context: 036c4d5909306dec6b8d0193b59d617a', 'X-Powered-By: PHP/5.5.9-1ubuntu4.14', 'Content-Length: 85702']}]","['https://juice-shop-388277804329.us-west1.run.app/documents/', 'https://juice-shop-388277804329.us-west1.run.app/phpinfo.php', 'https://juice-shop-388277804329.us-west1.run.app/soap/class.soap_fault.php', 'https://juice-shop-388277804329.us-west1.run.app/soap/class.wsdlcache.php', 'https://juice-shop-388277804329.us-west1.run.app/images/', 'https://juice-shop-388277804329.us-west1.run.app/passwords/wp-config.bak', 'https://juice-shop-388277804329.us-west1.run.app/db/', 'https://juice-shop-388277804329.us-west1.run.app/apps/', 'https://juice-shop-388277804329.us-west1.run.app/passwords/web.config.bak', 'https://juice-shop-388277804329.us-west1.run.app/stylesheets/', 'https://juice-shop-388277804329.us-west1.run.app/db/bwapp.sqlite', 'https://juice-shop-388277804329.us-west1.run.app/training.php', 'https://juice-shop-388277804329.us-west1.run.app/soap/', 'https://juice-shop-388277804329.us-west1.run.app/passwords/', 'https://juice-shop-388277804329.us-west1.run.app/js/', 'https://juice-shop-388277804329.us-west1.run.app/login.php', 'https://juice-shop-388277804329.us-west1.run.app/user_new.php', 'https://juice-shop-388277804329.us-west1.run.app/soap/nusoap.php', 'https://juice-shop-388277804329.us-west1.run.app/soap/class.nusoap_base.php', 'https://juice-shop-388277804329.us-west1.run.app/apps/movie_search', 'https://juice-shop-388277804329.us-west1.run.app/training_install.php', 'https://juice-shop-388277804329.us-west1.run.app/info_install.php', 'https://juice-shop-388277804329.us-west1.run.app/info.php', 'https://juice-shop-388277804329.us-west1.run.app/install.php', 'https://juice-shop-388277804329.us-west1.run.app/passwords/heroes.xml']",[],[],[],[],,[],,[],LOG,[],TENABLEWAS
Missing 'X-XSS-Protection' Header,[],"[""""The HTTP 'X-XSS-Protection' response header is a feature of old browsers that allows websites to control their XSS auditors."""", """"The server is not configured to return a 'X-XSS-Protection' header which means that any pages on this website could be at risk of a Cross-Site Scripting (XSS) attack.""""]",[],[],[],[],[],[],[],"['Plugin ID: 112526', 'Family: HTTP Security Header', 'Publication Date: 2018-11-27T00:00:00+00:00', 'Modification Date: 2024-03-25T00:00:00+00:00']",,[],,[],LOG,"[""""Configure your web server to include an 'X-XSS-Protection' header with a value of '1; mode=block' on all pages.""""]",TENABLEWAS
SSL/TLS Versions Supported Instances (1),[],[],[],[],[],['https://juice-shop-388277804329.us-west1.run.app/#/'],[],[],[],[],,[],,[],LOG,[],TENABLEWAS
SSL/TLS Versions Supported,[],['This plugin displays information about the SSL/TLS versions supported by remote server for HTTPS connection.'],[],[],[],[],[],[],[],"['Plugin ID: 112530', 'Family: SSL/TLS']",,[],,[],LOG,[],TENABLEWAS
SSL/TLS Server Cipher Suite Preference Not Detected Instances (1),[],[],[],[],[],['https://juice-shop-388277804329.us-west1.run.app/#/'],[],[],[],[],,[],,[],LOG,[],TENABLEWAS
SSL/TLS Server Cipher Suite Preference Not Detected,[],"['The remote server is not configured with a SSL/TLS cipher suite preference list, making the cipher suite selection during the negotiation use the ordered list from the client.']",[],[],[],[],[],[],[],"['Plugin ID: 112599', 'Family: SSL/TLS']",,[],,[],LOG,[],TENABLEWAS
Allowed HTTP Versions Instances (1),[],[],[],[],[],['https://juice-shop-388277804329.us-west1.run.app/#/'],[],[],[],[],,[],,[],LOG,[],TENABLEWAS
Allowed HTTP Versions,[],"['The Hypertext Transfer Protocol (HTTP) is the underlying protocol of the World Wide Web. Since its first release, HTTP has evolved to support modern web usages and currently exists in three versions: - HTTP/1.0 - HTTP/1.1 - HTTP/2']",[],[],[],[],[],[],[],"['Plugin ID: 112613', 'Family: Web Applications']",,[],,[],LOG,[],TENABLEWAS
Security.txt File Not Detected Instances (1),[],[],[],[],"[{'request': 'GET /.well-known/security.txt HTTP/2', 'request_headers': ['Host: juice-shop-388277804329.us-west1.run.app', 'Accept-Encoding: gzip, deflate, br', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36', 'Accept: */*'], 'response_headers': ['HTTP/2 404', 'content-type: text/html; charset=iso-8859-1', 'x-cloud-trace-context: 38b4de5541ac2e0d3c96ad261354853f', 'date: Tue, 19 Nov 2024 00:11:23 GMT', 'server: Google Frontend', 'content-length: 327', 'alt-svc: h3="""""""":443; ma=2592000,h3-29="""""""":443; ma=2592000']}]",['https://juice-shop-388277804329.us-west1.run.app/.well-known/security.txt'],[],[],[],[],,[],,[],LOG,[],TENABLEWAS
Security.txt File Not Detected,[],"['A Security.txt file has not been detected on the target. When security risks in web services are discovered by independent security researchers, this file defines the channels to disclose them properly & enables 3rd party researchers to disclose issues securely in a manner defined by the organization.']",[],[],[],[],[],[],[],"['Plugin ID: 112723', 'Family: Web Servers']",,[],,[],LOG,[],TENABLEWAS
SSL/TLS Certificate Contains Wildcard Entries Instances (1),[],[],[],[],[],['https://juice-shop-388277804329.us-west1.run.app/#/'],[],[],[],[],,[],,[],LOG,[],TENABLEWAS
SSL/TLS Certificate Contains Wildcard Entries,[],['The remote server presents an SSL/TLS certificate with wildcard entries. The use of a wildcard character in a entry permits a certificate to cover a number of subdomains of a domain.'],[],[],[],[],[],[],[],"['Plugin ID: 113045', 'Family: SSL/TLS']",,[],,[],LOG,[],TENABLEWAS
HTML Comments Detected Instances (9),[],[],[],[],"[{'request': 'GET https://juice-shop-388277804329.us-west1.run.app/install.php?install=yes HTTP/1.1', 'request_headers': ['Accept: */*', 'Accept-Encoding: gzip, deflate, br', 'Accept-Language: en-US,en;q=0.5', 'Cookie: PHPSESSID=711vt1tpgrucudl1kaq9t074f5', 'Priority: u=0, i', 'Sec-Ch-Ua: """"Chromium"""";v=""""124"""", """"HeadlessChrome"""";v=""""124"""", """"Not-A.Brand"""";v=""""99""""', 'Sec-Ch-Ua-Mobile: ?0', 'Sec-Ch-Ua-Platform: """"Linux""""', 'Sec-Fetch-Dest: document', 'Sec-Fetch-Mode: navigate', 'Sec-Fetch-Site: none', 'Sec-Fetch-User: ?1', 'Upgrade-Insecure-Requests: 1', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36'], 'response_headers': ['HTTP/1.1 200 OK', 'Alt-Svc: h3="""""""":443; ma=2592000,h3-29="""""""":443; ma=2592000', 'Content-Encoding: gzip', 'Content-Type: text/html', 'Date: Tue, 19 Nov 2024 02:39:05 GMT', 'Server: Google Frontend', 'Vary: Accept-Encoding', 'X-Cloud-Trace-Context: b8eba21cccffcc35373450a248516ba1', 'X-Powered-By: PHP/5.5.9-1ubuntu4.14', 'Content-Length: 3085']}, {'request': 'GET https://juice-shop-388277804329.us-west1.run.app/db/bwapp.sqlite HTTP/1.1', 'request_headers': ['Accept: */*', 'Accept-Encoding: gzip, deflate, br', 'Accept-Language: en-US,en;q=0.5', 'Cookie: PHPSESSID=711vt1tpgrucudl1kaq9t074f5', 'Priority: u=0, i', 'Sec-Ch-Ua: """"Chromium"""";v=""""124"""", """"HeadlessChrome"""";v=""""124"""", """"Not-A.Brand"""";v=""""99""""', 'Sec-Ch-Ua-Mobile: ?0', 'Sec-Ch-Ua-Platform: """"Linux""""', 'Sec-Fetch-Dest: document', 'Sec-Fetch-Mode: navigate', 'Sec-Fetch-Site: none', 'Sec-Fetch-User: ?1', 'Upgrade-Insecure-Requests: 1', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36'], 'response_headers': ['HTTP/1.1 200 OK', 'Accept-Ranges: bytes', 'Alt-Svc: h3="""""""":443; ma=2592000,h3-29="""""""":443; ma=2592000', 'Content-Type: text/html', 'Date: Tue, 19 Nov 2024 03:57:01 GMT', 'Etag: """"3000-626c1e84a7000""""', 'Last-Modified: Wed, 13 Nov 2024 02:15:28 GMT', 'Server: Google Frontend', 'X-Cloud-Trace-Context: 2a74d2d814c14512fd8fac93e4bfc679', 'Content-Length: 12288']}, {'request': 'GET https://juice-shop-388277804329.us-west1.run.app/training_install.php HTTP/1.1', 'request_headers': ['Accept: */*', 'Accept-Encoding: gzip, deflate, br', 'Accept-Language: en-US,en;q=0.5', 'Cookie: PHPSESSID=711vt1tpgrucudl1kaq9t074f5', 'Priority: u=0, i', 'Sec-Ch-Ua: """"Chromium"""";v=""""124"""", """"HeadlessChrome"""";v=""""124"""", """"Not-A.Brand"""";v=""""99""""', 'Sec-Ch-Ua-Mobile: ?0', 'Sec-Ch-Ua-Platform: """"Linux""""', 'Sec-Fetch-Dest: document', 'Sec-Fetch-Mode: navigate', 'Sec-Fetch-Site: none', 'Sec-Fetch-User: ?1', 'Upgrade-Insecure-Requests: 1', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36'], 'response_headers': ['HTTP/1.1 200 OK', 'Alt-Svc: h3="""""""":443; ma=2592000,h3-29="""""""":443; ma=2592000', 'Content-Encoding: gzip', 'Content-Type: text/html', 'Date: Tue, 19 Nov 2024 02:31:16 GMT', 'Server: Google Frontend', 'Vary: Accept-Encoding', 'X-Cloud-Trace-Context: dc248926d66de31d4ae1d4212ab637d0', 'X-Powered-By: PHP/5.5.9-1ubuntu4.14', 'Content-Length: 4629']}, {'request': 'GET https://juice-shop-388277804329.us-west1.run.app/info_install.php HTTP/1.1', 'request_headers': ['Accept: */*', 'Accept-Encoding: gzip, deflate, br', 'Accept-Language: en-US,en;q=0.5', 'Cookie: PHPSESSID=711vt1tpgrucudl1kaq9t074f5', 'Priority: u=0, i', 'Sec-Ch-Ua: """"Chromium"""";v=""""124"""", """"HeadlessChrome"""";v=""""124"""", """"Not-A.Brand"""";v=""""99""""', 'Sec-Ch-Ua-Arch: """"""""', 'Sec-Ch-Ua-Bitness: """"""""', 'Sec-Ch-Ua-Full-Version-List: """"Chromium"""";v=""""124"""", """"HeadlessChrome"""";v=""""124"""", """"Not-A.Brand"""";v=""""99.0.0.0""""', 'Sec-Ch-Ua-Mobile: ?0', 'Sec-Ch-Ua-Model: """"""""', 'Sec-Ch-Ua-Platform: """"Linux""""', 'Sec-Ch-Ua-Platform-Version: """"""""', 'Sec-Ch-Ua-Wow64: ?0', 'Sec-Fetch-Dest: document', 'Sec-Fetch-Mode: navigate', 'Sec-Fetch-Site: none', 'Sec-Fetch-User: ?1', 'Upgrade-Insecure-Requests: 1', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36'], 'response_headers': ['HTTP/1.1 200 OK', 'Alt-Svc: h3="""""""":443; ma=2592000,h3-29="""""""":443; ma=2592000', 'Content-Encoding: gzip', 'Content-Type: text/html', 'Date: Tue, 19 Nov 2024 02:31:16 GMT', 'Server: Google Frontend', 'Vary: Accept-Encoding', 'X-Cloud-Trace-Context: dc248926d66de31d4ae1d4212ab637d0', 'X-Powered-By: PHP/5.5.9-1ubuntu4.14', 'Content-Length: 4629']}]","['https://juice-shop-388277804329.us-west1.run.app/install.php?install=yes', 'https://juice-shop-388277804329.us-west1.run.app/db/bwapp.sqlite', 'https://juice-shop-388277804329.us-west1.run.app/training_install.php', 'https://juice-shop-388277804329.us-west1.run.app/info_install.php']",[],[],[],[],,[],,[],LOG,[],TENABLEWAS
HTML Comments Detected,[],"[""""HTML comments are often used by developers to include information related to the application inline, which are ignored by a client's browser during rendering."""", 'These comments may include sensitive information such as SQL queries, credentials or internal IP for example.']",[],[],[],[],[],[],[],"['Plugin ID: 113897', 'Family: Data Exposure', 'Publication Date: 2023-06-09T00:00:00+00:00', 'Modification Date: 2024-11-08T00:00:00+00:00']",,[],,['https://owasp.org/www-project-web-security-testing-guide/v42/4-Web_Application_Security_Testing/01-Information_Gathering/05-Review_Webpage_Content_for_Information_Leakage'],LOG,"['Review the HTML comments identified on the page for any information leakage, and remove any sensitive information identified.']",TENABLEWAS
Input Reflected Instances (19),[],[],[],[],"[{'request': 'GET /phpinfo.php HTTP/2', 'request_headers': ['Host: juice-shop-388277804329.us-west1.run.app', 'Accept-Encoding: gzip, deflate, br', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36', 'Accept: */*', 'Accept-Language: en-US,en;q=0.5', 'Cookie: PHPSESSID=was-tnb-hsv'], 'response_headers': ['HTTP/2 200', 'x-powered-by: PHP/5.5.9-1ubuntu4.14', 'vary: Accept-Encoding', 'content-type: text/html', 'content-encoding: gzip', 'x-cloud-trace-context: 4b33b4fe743d33dc598474a645a4a9c9', 'date: Tue, 19 Nov 2024 01:44:48 GMT', 'server: Google Frontend', 'content-length: 19009', 'alt-svc: h3="""""""":443; ma=2592000,h3-29="""""""":443; ma=2592000']}]",['https://juice-shop-388277804329.us-west1.run.app/phpinfo.php'],[],[],[],[],,[],,[],LOG,[],TENABLEWAS
Input Reflected,[],['This is an informational plugin to inform that user data controlled input is reflected in the response.'],[],[],[],[],[],[],[],"['Plugin ID: 114135', 'Family: Injection']",,[],,[],LOG,['See Also https://cheatsheetseries.owasp.org/cheatsheets/Input_Validation_Cheat_Sheet.html'],TENABLEWAS
