Total vulnerabilidades no vulnnet: 6343
Total vulnerabilidades extraídas: 6700
Acertos: 6101 (96.18%)
Inventadas (no dataset mas não no vulnnet): 599 (8.94%)
Faltantes (no vulnnet mas não no dataset): 242 (3.82%)

--- Inventadas (exemplos) ---
172.30.9.3 | 'favicon.ico' Based Fingerprinting (HTTP) | 1 a mais
172.31.1.25 | Oracle MySQL Server Information Disclosure | 1 a mais
172.31.1.7 | OS Detection Consolidation and Reporting | 1 a mais
172.30.28.1 | OS Detection Consolidation and Reporting | 1 a mais
172.30.7.1 | OS Detection Consolidation and Reporting | 1 a mais
172.31.1.5 | OS Detection Consolidation and Reporting | 1 a mais
172.31.1.6 | OS Detection Consolidation and Reporting | 1 a mais
172.31.1.3 | OS Detection Consolidation and Reporting | 1 a mais
172.31.1.4 | OS Detection Consolidation and Reporting | 1 a mais
172.30.10.4 | OS Detection Consolidation and Reporting | 1 a mais
172.31.1.8 | OS Detection Consolidation and Reporting | 1 a mais
172.31.1.46 | OS Detection Consolidation and Reporting | 1 a mais
172.30.19.2 | OS Detection Consolidation and Reporting | 1 a mais
172.30.2.2 | OS Detection Consolidation and Reporting | 1 a mais
172.31.1.22 | OS Detection Consolidation and Reporting | 1 a mais
172.31.1.21 | OS Detection Consolidation and Reporting | 1 a mais
172.31.1.102 | OS Detection Consolidation and Reporting | 1 a mais
172.30.22.2 | OS Detection Consolidation and Reporting | 1 a mais
172.31.1.39 | OS Detection Consolidation and Reporting | 1 a mais
172.31.1.40 | OS Detection Consolidation and Reporting | 1 a mais
172.31.1.36 | OS Detection Consolidation and Reporting | 1 a mais
172.31.1.37 | OS Detection Consolidation and Reporting | 1 a mais
172.31.1.38 | OS Detection Consolidation and Reporting | 1 a mais
172.30.3.2 | OS Detection Consolidation and Reporting | 1 a mais
172.31.1.95 | OS Detection Consolidation and Reporting | 1 a mais
172.31.1.42 | OS Detection Consolidation and Reporting | 1 a mais
172.31.1.43 | OS Detection Consolidation and Reporting | 1 a mais
172.30.45.1 | OS Detection Consolidation and Reporting | 1 a mais
172.31.1.52 | OS Detection Consolidation and Reporting | 1 a mais
172.31.1.50 | OS Detection Consolidation and Reporting | 1 a mais
172.31.1.1 | OS Detection Consolidation and Reporting | 1 a mais
172.31.1.2 | OS Detection Consolidation and Reporting | 1 a mais
172.30.9.7 | OS Detection Consolidation and Reporting | 1 a mais
172.30.1.1 | PHP 'ext/imap/php_imap.c' Use After Free DoS Vulnerability | 1 a mais
172.30.1.1 | PHP 'mb_strcut()' Function Information Disclosure Vulnerability | 1 a mais
172.30.1.4 | PHP 'open_basedir' Security Bypass Vulnerability | 1 a mais
172.30.1.3 | PHP 'open_basedir' Security Bypass Vulnerability | 1 a mais
172.30.1.1 | PHP 'open_basedir' Security Bypass Vulnerability | 1 a mais
172.30.1.1 | PHP 'SplObjectStorage' Unserializer Arbitrary Code Execution Vulnerability | 1 a mais
172.31.1.94 | PHP 'Transfer-Encoding: chunked' XSS Vulnerability - Active Check | 1 a mais
172.31.1.94 | PHP 5.6.x < 5.6.38, 7.x < 7.0.33, 7.1.x < 7.1.25, 7.2.x < 7.2.13 Multiple Vulnerabilities (Dec 2018) - Linux | 1 a mais
172.31.1.94 | PHP 5.x < 5.6.34, 7.x < 7.0.28, 7.1.x < 7.1.15, 7.2.x < 7.2.3 Stack Buffer Overflow Vulnerability (Mar 2018) - Linux | 1 a mais
172.30.9.3 | PHP < 5.4.42, 5.5.x < 5.5.26, 5.6.x < 5.6.10 Multiple Vulnerabilities (Aug 2016) - Linux | 1 a mais
172.31.1.107 | PHP < 5.6.36, 7.x < 7.0.30, 7.1.x < 7.1.17, 7.2.x < 7.2.5 Multiple Vulnerabilities (May 2018) - Linux | 1 a mais
172.30.1.4 | PHP < 7.3.27, 7.4.x < 7.4.15, 8.0.x < 8.0.2 NULL Deference Vulnerability (Feb 2021) - Linux | 1 a mais
172.30.1.4 | PHP Detection Consolidation | 1 a mais
172.30.1.3 | PHP End of Life (EOL) Detection - Linux | 1 a mais
172.30.32.1 | PHP Multiple Vulnerabilities | 1 a mais
172.30.9.4 | PHP Variables | 1 a mais
172.30.1.1 | phpMyAdmin 'error.php' Cross Site Scripting Vulnerability | 1 a mais
172.30.1.1 | phpMyAdmin < 4.9.1 CSRF Vulnerability - Linux | 1 a mais
172.30.1.1 | PostgreSQL 'bitsubstr' Buer Overow Vulnerability | 1 a mais
172.30.1.1 | PostgreSQL 'intarray' Module 'gettoken()' Buer Overow Vulnerability | 1 a mais
172.30.1.3 | ProFTPD < 1.3.7 Multiple Vulnerabilities | 1 a mais
172.30.1.4 | ProFTPD < 1.3.8b OpenSSH Terrapin Attack | 1 a mais
172.30.1.3 | ProFTPD < 1.3.8b OpenSSH Terrapin Attack | 1 a mais
172.30.1.3 | ProFTPD <= 1.3.6 Arbitrary File Copy Vulnerability | 1 a mais
172.30.40.1 | Python 2.7.x < 2.7.15 Heap-Based Buffer Overflow Vulnerability Python Issue (bpo-31530) - Linux | 1 a mais
172.30.40.1 | Python <= 3.12.1 'RecursionError' Vulnerability - Linux | 1 a mais
172.30.10.2 | Python <= 3.12.1 'RecursionError' Vulnerability - Linux | 1 a mais
172.31.1.32 | Redis 'xgroupCommand' function DoS Vulnerability | 1 a mais
172.31.1.32 | Redis < 6.0.20, 6.2.x < 6.2.13, 7.x < 7.0.12 Heap Overflow Vulnerability | 1 a mais
172.30.14.4 | Redis < 6.0.20, 6.2.x < 6.2.13, 7.x < 7.0.12 Heap Overflow Vulnerability | 1 a mais
172.31.1.32 | Redis <= 4.0.2 Buffer Overflow Vulnerability | 1 a mais
172.31.1.84 | Response Time / No 404 Error Code Check | 1 a mais
172.30.1.1 | Samba 'etc/mtab' File Appending Local DoS Vulnerability | 1 a mais
172.30.1.4 | Samba 'fd_open_atomic innite loop' DoS Vulnerability (CVE-2017-9461) | 1 a mais
172.30.1.3 | Samba 'fd_open_atomic innite loop' DoS Vulnerability (CVE-2017-9461) | 1 a mais
172.30.1.1 | Samba 'fd_open_atomic innite loop' DoS Vulnerability (CVE-2017-9461) | 1 a mais
172.30.1.4 | Samba 'libsmbclient' Heap Buer Overow Vulnerability (Aug 2018) | 1 a mais
172.30.1.4 | Samba 'libsmbclient' Heap Buffer Overflow Vulnerability (Aug 2018) | 1 a mais
172.30.1.3 | Samba 'libsmbclient' Heap Buffer Overflow Vulnerability (Aug 2018) | 1 a mais
172.30.4.1 | Samba 'libsmbclient' Heap Buffer Overflow Vulnerability (Aug 2018) | 1 a mais
172.30.1.1 | Samba 'TALLOC_FREE()' Function RCE Vulnerability | 1 a mais
172.30.1.1 | Samba < 3.5.11 'client/mount.cifs.c' Remote DoS Vulnerability | 1 a mais
172.30.1.1 | Samba < 3.5.7 'FD_SET' Memory Corruption Vulnerability | 1 a mais
172.30.1.1 | Samba <= 3.4.5 'mount.cifs' Utility Local Privilege Escalation Vulnerability | 1 a mais
172.30.1.4 | Samba Buffer Overflow Vulnerability (CVE-2022-42898) | 1 a mais
172.31.1.102 | Service Detection with GET Request | 1 a mais
172.31.1.90 | Services | 1 a mais
172.30.7.1 | Services | 1 a mais
172.31.1.35 | Services | 1 a mais
172.31.1.100 | Services | 2 a mais
172.31.1.64 | Services | 1 a mais
172.30.10.2 | Services | 1 a mais
172.31.1.24 | Services | 1 a mais
172.31.1.56 | Services | 2 a mais
172.30.9.4 | Services | 2 a mais
172.30.1.4 | Services | 2 a mais
172.31.1.9 | Services | 1 a mais
172.30.7.2 | Services | 1 a mais
172.30.8.4 | Services | 1 a mais
172.31.1.22 | Services | 1 a mais
172.30.1.3 | Services | 1 a mais
172.31.1.27 | Services | 1 a mais
172.30.32.1 | Services | 1 a mais
172.30.14.3 | Services | 1 a mais
172.31.1.31 | Services | 1 a mais
172.31.1.11 | Services | 1 a mais
172.31.1.92 | Services | 1 a mais
172.31.1.44 | Services | 1 a mais
172.30.14.2 | Services | 1 a mais
172.30.9.2 | Services | 1 a mais
172.30.3.2 | Services | 1 a mais
172.31.1.101 | Services | 1 a mais
172.30.18.1 | Services | 1 a mais
172.31.1.18 | Services | 1 a mais
172.30.44.2 | Services | 1 a mais
172.30.4.1 | SMB Login Successful For Authenticated Checks | 1 a mais
172.31.1.100 | SMTP too long line | 1 a mais
172.31.1.74 | SMTP too long line | 1 a mais
172.30.32.1 | SMTP too long line | 1 a mais
172.31.1.89 | SMTP too long line | 1 a mais
172.30.30.1 | SNMP GETBULK Reflected DRDoS | 1 a mais
172.30.18.1 | Squid 'cache_peer' Security Bypass Vulnerability (SQUID-2015:2) | 1 a mais
172.31.1.79 | Squid Buffer Overflow Vulnerability (GHSA-w4gv-vw3f-29g3, SQUID-2025:1) | 1 a mais
172.30.18.1 | Squid Buffer Overflow Vulnerability (Sep 2025) | 1 a mais
172.31.1.79 | Squid Buffer Overflow Vulnerability (SQUID-2022:2) | 1 a mais
172.30.18.1 | Squid Multiple Security Update Advisories (SQUID-2019:7, SQUID-2019:8, SQUID-2019:10) | 1 a mais
172.30.18.1 | Squid Proxy Cache Security Bypass | 1 a mais
172.31.1.55 | SSH Terrapin Attack | 1 a mais
172.31.1.56 | SSH Terrapin Attack | 1 a mais
172.30.3.1 | SSH Terrapin Attack | 1 a mais
172.30.29.2 | SSL/TLS: 'includeSubDomains' Missing in HSTS Header | 1 a mais
172.30.29.2 | SSL/TLS: 'preload' Missing in HSTS Header | 1 a mais
172.30.7.2 | SSL/TLS: Certificate - Self-Signed Certificate Detection | 1 a mais
172.31.1.24 | SSL/TLS: Certificate Expired | 1 a mais
172.31.1.100 | SSL/TLS: Certificate Expired | 1 a mais
172.30.8.4 | SSL/TLS: Certificate Expired | 1 a mais
172.31.1.74 | SSL/TLS: Certificate Expired | 1 a mais
172.30.32.1 | SSL/TLS: Certificate Expired | 1 a mais
172.31.1.89 | SSL/TLS: Certificate Expired | 1 a mais
172.30.14.4 | SSL/TLS: Certificate Expired | 1 a mais
172.30.8.4 | SSL/TLS: Certificate Self-Signed | 1 a mais
172.30.8.4 | SSL/TLS: Certificate with Wrong Hostname | 1 a mais
172.31.1.101 | SSL/TLS: Collect and Report Certificate Details | 1 a mais
172.30.2.2 | SSL/TLS: FTP Missing Support For AUTH TLS | 1 a mais
172.30.1.3 | SSL/TLS: FTP Missing Support For AUTH TLS | 1 a mais
172.30.29.1 | SSL/TLS: LDAP 'Start TLS OID' Detection | 1 a mais
172.31.1.74 | SSL/TLS: SMTP 'STARTTLS' Command Detection | 1 a mais
172.30.1.1 | SSL/TLS: SSLv3 Protocol CBC Cipher Suites Information Disclosure Vulnerability (POODLE) | 1 a mais
172.31.1.100 | SSL/TLS: Untrusted Certificate Detection | 1 a mais
172.30.1.4 | SSL/TLS: Untrusted Certificate Detection | 1 a mais
172.30.8.4 | SSL/TLS: Weak Cipher Suites | 1 a mais
172.30.8.4 | TCP timestamps | 1 a mais
172.31.1.74 | TCP timestamps | 1 a mais
172.31.1.49 | TCP timestamps | 1 a mais
172.31.1.48 | TCP timestamps | 1 a mais
172.31.1.90 | TCP Timestamps Information Disclosure | 1 a mais
172.30.7.1 | TCP Timestamps Information Disclosure | 1 a mais
172.30.9.3 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.35 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.84 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.85 | TCP Timestamps Information Disclosure | 1 a mais
172.30.14.5 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.64 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.65 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.57 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.55 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.24 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.56 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.9 | TCP Timestamps Information Disclosure | 1 a mais
172.30.6.3 | TCP Timestamps Information Disclosure | 1 a mais
172.30.7.2 | TCP Timestamps Information Disclosure | 1 a mais
172.30.8.4 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.74 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.22 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.20 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.21 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.49 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.48 | TCP Timestamps Information Disclosure | 1 a mais
172.30.50.3 | TCP Timestamps Information Disclosure | 1 a mais
172.30.1.3 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.96 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.27 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.94 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.30 | TCP Timestamps Information Disclosure | 1 a mais
172.30.14.3 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.31 | TCP Timestamps Information Disclosure | 1 a mais
172.30.32.2 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.25 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.26 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.93 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.12 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.13 | TCP Timestamps Information Disclosure | 1 a mais
172.30.29.2 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.92 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.88 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.89 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.44 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.45 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.28 | TCP Timestamps Information Disclosure | 1 a mais
172.30.14.2 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.29 | TCP Timestamps Information Disclosure | 1 a mais
172.30.3.2 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.32 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.33 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.101 | TCP Timestamps Information Disclosure | 1 a mais
172.30.18.1 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.79 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.52 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.53 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.17 | TCP Timestamps Information Disclosure | 1 a mais
172.30.3.1 | TCP Timestamps Information Disclosure | 1 a mais
172.30.4.1 | TCP Timestamps Information Disclosure | 1 a mais
172.30.40.5 | TCP Timestamps Information Disclosure | 1 a mais
172.30.9.1 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.106 | TCP Timestamps Information Disclosure | 1 a mais
172.31.1.10 | Traceroute | 1 a mais
172.31.1.73 | Traceroute | 1 a mais
172.31.1.96 | Traceroute | 1 a mais
172.31.1.31 | Traceroute | 1 a mais
172.31.1.26 | Traceroute | 1 a mais
172.31.1.93 | Traceroute | 1 a mais
172.31.1.89 | Traceroute | 1 a mais
172.31.1.72 | Traceroute | 1 a mais
172.30.9.2 | Traceroute | 1 a mais
172.31.1.33 | Traceroute | 1 a mais
172.30.21.1 | Traceroute | 1 a mais
172.31.1.79 | Traceroute | 1 a mais
172.30.44.1 | Traceroute | 1 a mais
172.31.1.18 | Traceroute | 1 a mais
172.31.1.80 | Traceroute | 1 a mais
172.30.49.1 | Traceroute | 1 a mais
172.30.1.1 | TWiki edit script accessible | 1 a mais
172.30.1.1 | TWiki: Arbitrary Command Execution (CVE-2004-1037) | 1 a mais
172.30.1.1 | vsftpd '__tzle_read()' Function Heap Based Buer Overow Vulnerability | 1 a mais
172.31.1.107 | Web Application Directory Index | 1 a mais
172.31.1.61 | Web Application Directory Scanner | 1 a mais
172.30.44.2 | Web Application Directory Scanner | 1 a mais
172.31.1.72 | Web Application Information | 1 a mais
172.31.1.24 | Web Server Response Code 200 for Non-Existent Files | 1 a mais

--- Faltantes (exemplos) ---
172.31.1.107 | PHP 5.x < 5.6.34, 7.x < 7.0.28, 7.1.x < 7.1.15, 7.2.x < 7.2.3 Stack Buffer Overflow Vulnerability (Mar 2018) - Linux | 1 faltando
172.31.1.107 | Apache HTTP Server mod_auth_digest Multiple Vulnerabilities - Linux | 1 faltando
172.31.1.107 | Apache HTTP Server Whitespace Defects Multiple Vulnerabilities | 1 faltando
172.31.1.107 | Apache HTTP Server mod_auth_digest DoS Vulnerability - Linux | 1 faltando
172.31.1.107 | PHP 5.3.x < 5.3.29, 5.4.x < 5.4.30, 5.5.x < 5.5.14, 5.6.0alpha1 < 5.6.0 Heap Based Buffer Overflow Vulnerability - Linux | 1 faltando
172.31.1.107 | Apache HTTP Server mod_cache Denial of Service Vulnerability -01 (May 2015) | 1 faltando
172.30.39.1 | Apache HTTP Server mod_auth_digest Multiple Vulnerabilities - Linux | 1 faltando
172.30.39.1 | Apache HTTP Server Whitespace Defects Multiple Vulnerabilities | 1 faltando
172.30.39.1 | Apache HTTP Server mod_auth_digest DoS Vulnerability - Linux | 1 faltando
172.30.39.1 | Missing HttpOnly Cookie Attribute (HTTP) | 1 faltando
172.30.39.1 | Oracle MySQL Server <= 8.0.35 Security Update (cpuoct2024) - Linux | 1 faltando
172.30.39.1 | Apache HTTP Server mod_cache Denial of Service Vulnerability -01 (May 2015) | 1 faltando
172.30.40.1 | Python DoS Vulnerability (Dec 2025) - Linux | 2 faltando
172.30.40.1 | Python <= 3.12.1 RecursionError Vulnerability - Linux | 1 faltando
172.30.40.1 | Python < 3.6.13, 3.7.x < 3.7.10, 3.8.x < 3.8.7, 3.9.x < 3.9.1 DoS Vulnerability (bpo-42103) - Linux | 1 faltando
172.30.40.1 | Python < 3.5.10, 3.6.x < 3.6.12, 3.7.x < 3.7.9, 3.8.x < 3.8.4 Python Issue (bpo-41004) - Linux | 1 faltando
172.30.9.3 | Apache HTTP Server mod_auth_digest Multiple Vulnerabilities - Linux | 1 faltando
172.30.9.3 | Apache HTTP Server Whitespace Defects Multiple Vulnerabilities | 1 faltando
172.30.9.3 | Apache HTTP Server mod_auth_digest DoS Vulnerability - Linux | 1 faltando
172.30.9.3 | Apache HTTP Server mod_session_crypto Vulnerability (Dec 2016) - Linux | 1 faltando
172.30.9.3 | EasyPHP Webserver <= 12.1 Multiple Vulnerabilities - Active Check | 1 faltando
172.30.9.3 | jQuery < 1.9.0 XSS Vulnerability | 1 faltando
172.30.9.3 | Missing HttpOnly Cookie Attribute (HTTP) | 1 faltando
172.30.9.3 | Apache HTTP Server mod_cache Denial of Service Vulnerability -01 (May 2015) | 1 faltando
172.30.9.3 | favicon.ico Based Fingerprinting (HTTP) | 1 faltando
172.31.1.35 | favicon.ico Based Fingerprinting (HTTP) | 1 faltando
172.31.1.85 | Apache HTTP Server mod_auth_digest Multiple Vulnerabilities - Linux | 1 faltando
172.30.10.2 | Python DoS Vulnerability (Dec 2025) - Linux | 2 faltando
172.30.10.2 | Python <= 3.12.1 RecursionError Vulnerability - Linux | 1 faltando
172.31.1.57 | OpenSSH < 7.6 sftp-server Security Bypass Vulnerability - Linux | 1 faltando
172.31.1.57 | OpenSSH auth2-gss.c User Enumeration Vulnerability - Linux | 1 faltando
172.31.1.57 | Missing HttpOnly Cookie Attribute (HTTP) | 1 faltando
172.31.1.55 | OpenSSH auth2-gss.c User Enumeration Vulnerability - Linux | 1 faltando
172.31.1.55 | OpenSSH < 7.6 sftp-server Security Bypass Vulnerability - Linux | 1 faltando
172.31.1.55 | robot.txt / robots.txt exists on the Web Server (HTTP) | 1 faltando
172.31.1.56 | OpenBSD OpenSSH < 9.6 Multiple Vulnerabilities (Terrapin Attack) | 1 faltando
172.31.1.56 | OpenSSH < 7.6 sftp-server Security Bypass Vulnerability - Linux | 1 faltando
172.31.1.56 | OpenSSH auth2-gss.c User Enumeration Vulnerability - Linux | 1 faltando
172.31.1.56 | Missing HttpOnly Cookie Attribute (HTTP) | 1 faltando
172.30.9.4 | Apache HTTP Server mod_auth_digest Multiple Vulnerabilities - Linux | 1 faltando
172.30.9.4 | Apache HTTP Server mod_auth_digest DoS Vulnerability - Linux | 1 faltando
172.30.9.4 | Apache HTTP Server Whitespace Defects Multiple Vulnerabilities | 1 faltando
172.30.9.4 | PHP < 7.2.29 Multiple Vulnerabilities (Mar 2020) - Linux | 1 faltando
172.30.9.4 | Oracle MySQL Server <= 8.0.39, 8.1 <= 8.4.0 Security Update (cpuoct2024) - Linux | 1 faltando
172.30.9.4 | Apache HTTP Server mod_cache Denial of Service Vulnerability -01 (May 2015) | 1 faltando
172.30.1.4 | jQuery End of Life (EOL) Detection - Linux | 1 faltando
172.30.1.4 | Apache HTTP Server mod_auth_digest Multiple Vulnerabilities - Linux | 1 faltando
172.30.1.4 | Samba libsmbclient Heap Buffer Overflow Vulnerability (Aug 2018) | 1 faltando
172.30.1.4 | Samba 4.x Multiple DoS Vulnerabilities (Mar 2021) | 1 faltando
172.30.1.4 | PHP 5.4.x < 5.4.37, 5.5.x < 5.5.21, 5.6.x < 5.6.5 Multiple Vulnerabilities (Feb 2015) | 1 faltando
172.30.1.4 | Apache HTTP Server Whitespace Defects Multiple Vulnerabilities | 1 faltando
172.30.1.4 | Apache HTTP Server mod_auth_digest DoS Vulnerability - Linux | 1 faltando
172.30.1.4 | PHP 5.3.7 - 7.3.31, 7.4.x < 7.4.25, 8.0.x < 8.0.12 Security Update (Oct 2021) - Linux | 1 faltando
172.30.1.4 | Samba fd_open_atomic infinite loop DoS Vulnerability (CVE-2017-9461) | 1 faltando
172.30.1.4 | jQuery < 3.0.0 XSS Vulnerability | 1 faltando
172.30.1.4 | jQuery < 3.4.0 Object Extensions Vulnerability | 1 faltando
172.30.1.4 | jQuery < 1.9.0 XSS Vulnerability | 3 faltando
172.30.1.4 | jQuery 1.4.2 <= 1.11.0 XSS Vulnerability | 1 faltando
172.30.1.4 | jQuery 1.2 < 3.5.0 XSS Vulnerability | 1 faltando
172.30.1.4 | jQuery 1.0.3 < 3.5.0 XSS Vulnerability | 1 faltando
172.30.1.4 | OpenSSH < 7.6 sftp-server Security Bypass Vulnerability - Linux | 1 faltando
172.30.1.4 | OpenSSH auth2-gss.c User Enumeration Vulnerability - Linux | 1 faltando
172.30.1.4 | PHP open_basedir Security Bypass Vulnerability | 1 faltando
172.30.1.4 | jQuery < 1.6.3 XSS Vulnerability | 1 faltando
172.30.1.4 | Apache HTTP Server mod_cache Denial of Service Vulnerability -01 (May 2015) | 1 faltando
172.30.1.4 | SMB NativeLanMan | 1 faltando
172.30.1.4 | Traceroute | 1 faltando
172.30.1.4 | Composer composer.lock / composer.json Accessible | 1 faltando
172.30.1.4 | favicon.ico Based Fingerprinting (HTTP) | 1 faltando
172.31.1.9 | Apache HTTP Server mod_proxy_http.c Denial Of Service Vulnerability | 1 faltando
172.31.1.10 | Apache HTTP Server mod_auth_digest Multiple Vulnerabilities - Linux | 1 faltando
172.30.7.2 | Apache HTTP Server mod_auth_digest Multiple Vulnerabilities - Linux | 2 faltando
172.30.7.2 | Apache HTTP Server Whitespace Defects Multiple Vulnerabilities | 2 faltando
172.30.7.2 | Apache HTTP Server mod_auth_digest DoS Vulnerability - Linux | 2 faltando
